Objects
100
,,Global Angle LEDS:LEDS,,,,,,Global Angle Reflective Balls:Reflective Balls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
24,0,2.394435,-2.007015,0.116059,324.487305,52.326714,1641.208618,-0.126999,0.075085,2.784651,325.004761,52.862427,1641.165649
25,0,2.397553,-2.005167,0.123308,323.705414,52.600891,1641.715576,-0.123367,0.074542,2.784644,324.026794,53.386864,1641.331055
26,0,2.393975,-1.997898,0.121119,322.791809,53.299416,1641.499634,-0.125972,0.073513,2.784255,323.078613,53.880409,1641.484619
27,0,2.399244,-2.000706,0.116937,321.958801,54.123253,1641.409180,-0.126703,0.075594,2.782913,322.235321,54.333000,1641.488037
28,0,2.394957,-2.002615,0.130195,320.876923,54.535755,1642.183472,-0.127094,0.075379,2.782319,321.330597,54.855137,1641.562622
29,0,2.396701,-2.003052,0.151880,320.162750,54.805611,1642.026978,-0.128381,0.071855,2.783297,320.367737,55.422443,1641.755493
30,0,2.397931,-2.002568,0.154769,319.326416,55.359402,1642.152710,-0.128918,0.071683,2.782535,319.464752,55.935181,1641.843506
31,0,2.392123,-2.004862,0.170596,318.409088,56.245987,1641.835327,-0.130405,0.073956,2.781022,318.640198,56.430271,1641.851807
32,0,2.394128,-1.996099,0.173175,317.470764,57.413212,1642.626099,-0.131333,0.070857,2.781840,317.664246,57.061493,1642.028931
33,0,2.395415,-2.009955,0.109193,316.244019,57.066513,1642.078247,-0.132407,0.070496,2.781496,316.789215,57.586037,1642.087524
34,0,2.005644,2.385027,0.018583,315.801086,57.458385,1642.308716,-0.136712,0.070212,2.781519,315.984619,58.116512,1642.081299
35,0,2.008692,2.378415,0.008722,314.782990,57.935528,1642.161865,-0.134305,0.073976,2.780790,315.132233,58.647228,1642.170288
36,0,1.999789,2.393309,0.012619,313.919098,59.156792,1642.114014,-0.134788,0.071278,2.781696,314.292328,59.209969,1642.314331
37,0,1.993205,2.383155,0.018138,313.283234,59.873272,1642.656372,-0.134958,0.071376,2.781711,313.488251,59.740780,1642.373535
38,0,1.993359,2.372758,0.018123,312.415894,59.902836,1642.706299,-0.138275,0.070931,2.782342,312.741302,60.236073,1642.325317
39,0,1.993569,2.374898,0.013097,311.615540,60.394836,1642.821289,-0.134043,0.068329,2.783392,311.996765,60.715355,1642.436768
40,0,1.989979,2.371592,0.020140,310.890686,60.553764,1643.016968,-0.133573,0.070564,2.782586,311.238708,61.140053,1642.543945
41,0,1.991927,2.373061,0.018714,310.368439,60.770157,1642.784790,-0.132647,0.073012,2.782019,310.582214,61.510105,1642.488525
42,0,1.977549,2.371621,-0.002847,309.286255,61.702496,1642.732544,-0.128541,0.069784,2.783390,309.883057,61.953087,1642.554565
43,0,1.987870,2.380538,0.020947,308.793945,61.921600,1642.578247,-0.127558,0.069624,2.783458,309.222809,62.342674,1642.616577
44,0,2.011337,2.385854,0.025440,308.116821,62.141296,1642.396729,-0.128989,0.066133,2.784582,308.598999,62.690445,1642.706055
45,0,2.013364,2.385692,0.011673,307.465546,62.470188,1642.613281,-0.127151,0.068585,2.783827,308.029938,62.981941,1642.696533
46,0,-0.011509,-0.017361,-0.351433,306.907440,62.372520,1642.842773,-0.126218,0.068583,2.784042,307.393616,63.290009,1642.758179
47,0,-0.006988,-0.016066,-0.353100,306.427643,62.969334,1642.974243,-0.125033,0.068243,2.784249,306.676575,63.663857,1642.997559
48,0,-0.012837,-0.010817,-0.355237,305.738800,63.620037,1643.070068,-0.121683,0.068473,2.784061,306.090485,63.955322,1642.980957
49,0,2.004266,2.383141,-0.002376,305.093109,63.625572,1643.173950,-0.123861,0.068624,2.784473,305.458801,64.219704,1643.137329
50,0,1.979802,2.389062,-0.001103,304.664581,64.296165,1643.634399,-0.123470,0.066114,2.784977,304.899323,64.478554,1643.151123
51,0,1.982717,2.387221,-0.001880,304.009857,64.604996,1643.732788,-0.127623,0.071245,2.783191,304.393372,64.698166,1643.071167
52,0,-2.410234,2.035044,-0.138847,303.327637,65.199593,1643.578857,-0.123835,0.072511,2.783337,303.733582,64.952980,1643.235474
53,0,-2.414362,2.036722,-0.167067,302.832458,65.287819,1643.568848,-0.123445,0.070289,2.784699,303.093262,65.245468,1643.375854
54,0,-2.417544,2.028200,-0.149055,302.163239,65.117050,1643.742554,-0.124014,0.070833,2.784578,302.518982,65.424637,1643.431030
55,0,-2.415483,2.016340,-0.150826,301.530487,65.011230,1643.563477,-0.124078,0.071419,2.784491,301.968079,65.585098,1643.479370
56,0,-2.415150,2.016385,-0.136680,301.090424,65.145668,1643.539185,-0.123636,0.071786,2.784404,301.435425,65.754555,1643.500000
57,0,-2.412925,2.029272,-0.121291,300.500366,65.152946,1643.336914,-0.126825,0.071782,2.784715,300.955200,65.900444,1643.425659
58,0,-0.018754,-0.018110,-0.357567,300.020630,65.301353,1643.517578,-0.126652,0.071649,2.785132,300.431396,66.029381,1643.441162
59,0,-0.018650,-0.017468,-0.355968,299.443298,65.430679,1643.487305,-0.122366,0.075117,2.784411,299.921021,66.102997,1643.447754
60,0,-0.017180,-0.016218,-0.355332,298.876404,65.691093,1643.452881,-0.121247,0.074573,2.784537,299.461517,66.218895,1643.414795
61,0,-0.012756,-0.013610,-0.356644,298.307098,65.735199,1643.286133,-0.120031,0.071253,2.785930,298.930786,66.336319,1643.471313
62,0,-0.014875,-0.010909,-0.353852,298.081818,65.968170,1643.594116,-0.118859,0.071455,2.785907,298.582489,66.326065,1643.257935
63,0,-0.019757,-0.015463,-0.355498,297.699615,66.089333,1643.371460,-0.117758,0.070881,2.786548,298.052856,66.420845,1643.386597
64,0,1.994297,2.389284,-0.012040,297.323547,65.799911,1643.511353,-0.116955,0.070463,2.786836,297.627716,66.464508,1643.363525
65,0,1.994925,2.386815,-0.015581,296.801361,65.820732,1643.595947,-0.116005,0.069950,2.786891,297.198639,66.460960,1643.344971
66,0,1.996410,2.385293,-0.007088,296.325684,65.821228,1643.457764,-0.115365,0.069872,2.787262,296.787201,66.454681,1643.305786
67,0,2.000187,2.395581,0.000275,296.098480,65.726662,1643.261230,-0.114881,0.069615,2.787271,296.393860,66.425804,1643.270142
68,0,1.995973,2.403951,0.003033,295.564117,65.351250,1643.311890,-0.114518,0.069416,2.787600,296.022888,66.375732,1643.242432
69,0,1.998841,2.397232,-0.008800,295.424866,65.542725,1643.218750,-0.114511,0.069570,2.787870,295.659088,66.307755,1643.223022
70,0,2.009931,2.396423,0.002984,294.952332,65.589668,1643.155884,-0.114339,0.069510,2.787854,295.304016,66.221794,1643.207642
71,0,2.005424,2.387615,-0.005586,294.467957,65.371376,1643.307617,-0.114074,0.068630,2.787816,294.935455,66.085136,1643.185181
72,0,2.008499,2.389912,-0.007549,293.973785,65.153633,1643.235962,-0.114300,0.068142,2.787667,294.593292,65.964066,1643.169678
73,0,2.002696,2.391612,0.005179,293.825500,65.020363,1643.093140,-0.114553,0.070528,2.786554,294.293182,65.804321,1643.058228
74,0,2.014053,2.395966,0.014077,293.269501,64.934685,1642.762817,-0.114872,0.066590,2.787161,293.870819,65.698593,1643.124756
75,0,2.013450,2.394479,0.004652,293.140015,65.290215,1642.961548,-0.115105,0.066214,2.786936,293.540741,65.596230,1643.118896
76,0,2.400005,-2.014962,0.108666,292.704346,64.893768,1642.625854,-0.116018,0.065963,2.786110,293.297821,65.385376,1642.954224
77,0,2.388363,-2.003497,0.110912,292.545776,65.449799,1643.095825,-0.117170,0.065734,2.785666,292.967926,65.276199,1642.950439
78,0,2.387899,-2.007480,0.114934,292.100983,64.952385,1643.367065,-0.119001,0.065678,2.785250,292.635162,65.170822,1642.941528
79,0,-0.089524,0.062460,2.768649,291.500946,64.317039,1643.271851,-0.120837,0.065860,2.784889,292.360352,65.063644,1642.941772
80,0,-0.088129,0.052645,2.779025,291.501892,64.151802,1642.876099,-0.122428,0.065923,2.784648,292.092010,64.930702,1642.939575
81,0,-0.093063,0.049281,2.786871,291.241211,63.932919,1642.889282,-0.124245,0.066772,2.784600,291.884521,64.802032,1642.947021
82,0,2.015089,2.395377,0.021320,291.064148,64.114624,1642.874023,-0.126043,0.067984,2.784714,291.710632,64.681915,1642.926270
83,0,2.013716,2.394008,0.021087,290.933380,64.068039,1642.864258,-0.127551,0.068874,2.784555,291.560913,64.546677,1642.931641
84,0,2.003036,2.391183,0.027982,290.898193,63.686943,1642.813477,-0.129011,0.069646,2.784857,291.453674,64.371849,1642.923584
85,0,1.995076,2.389220,0.018515,290.782715,63.508434,1642.963379,-0.129748,0.070245,2.785047,291.411163,64.163818,1642.904907
86,0,1.998577,2.392113,0.024985,290.870544,63.601189,1642.783936,-0.130229,0.070795,2.785344,291.405884,63.946724,1642.856689
87,0,1.979175,2.383236,0.018311,291.013000,63.632092,1643.222290,-0.130111,0.070590,2.785750,291.427734,63.693100,1642.817017
88,0,1.979765,2.385085,0.014275,291.057129,63.279190,1643.130615,-0.129638,0.073700,2.785398,291.477234,63.458942,1642.843506
89,0,1.984296,2.393167,0.016281,291.246521,63.081661,1643.052856,-0.132103,0.072862,2.785633,291.652435,63.185558,1642.657227
90,0,1.987522,2.396066,0.012305,291.323486,63.293262,1643.213257,-0.130487,0.070405,2.787141,291.727448,62.946201,1642.690552
91,0,1.983344,2.389667,0.004412,291.458923,62.635078,1643.067505,-0.124844,0.070661,2.787362,291.861725,62.679493,1642.730469
92,0,1.986326,2.390740,0.004045,291.682556,62.484146,1642.984619,-0.122351,0.070307,2.787922,292.059448,62.375671,1642.674927
93,0,1.995585,2.389194,0.009125,291.978210,61.667145,1642.901123,-0.120079,0.070214,2.788026,292.293091,62.064198,1642.599487
94,0,1.984567,2.386852,0.016971,292.094025,61.492500,1642.789795,-0.117893,0.069720,2.788503,292.536194,61.727306,1642.528687
95,0,1.983341,2.386169,0.014166,292.407867,61.237423,1642.765381,-0.115462,0.072388,2.787853,292.822357,61.356709,1642.384277
96,0,1.987107,2.388740,0.008742,292.611359,60.839188,1642.740234,-0.112947,0.070218,2.788807,293.097168,61.038502,1642.232300
97,0,1.988794,2.394690,-0.011488,292.799896,60.781189,1642.748779,-0.109929,0.070918,2.789060,293.316559,60.728203,1642.205322
98,0,2.000062,2.390439,-0.029743,292.904816,60.129768,1643.115967,-0.107745,0.068468,2.790102,293.447418,60.456444,1642.253418
99,0,2.001384,2.393729,-0.002624,293.177124,59.945206,1642.394409,-0.106409,0.072056,2.789126,293.589233,60.198547,1642.289551
100,0,1.995116,2.389772,-0.013515,293.193420,59.601364,1642.359863,-0.105191,0.073466,2.789088,293.766174,59.905312,1642.239380
101,0,1.978755,2.398689,-0.027724,293.394012,58.503941,1642.547974,-0.104650,0.074766,2.788782,293.917572,59.606731,1642.200806
102,0,2.010350,2.399005,-0.008952,293.500488,58.202103,1642.014526,-0.104421,0.075978,2.788443,294.064941,59.277992,1642.180908
103,0,1.993117,2.392332,-0.017704,293.972595,59.308361,1642.620972,-0.104595,0.077466,2.788109,294.223358,58.988487,1642.159668
104,0,1.982771,2.388783,-0.021303,294.107391,58.761040,1642.637939,-0.105105,0.078938,2.787663,294.355713,58.692001,1642.138306
105,0,1.996353,2.391085,-0.008600,294.231354,58.011154,1642.316040,-0.105673,0.080345,2.787128,294.488525,58.381561,1642.106201
106,0,2.007302,2.390374,-0.023551,294.458862,57.760475,1642.246460,-0.106347,0.081752,2.786816,294.594269,58.091778,1642.091309
107,0,2.003714,2.391879,-0.020597,294.531311,57.274673,1642.142578,-0.107367,0.082501,2.786601,294.675812,57.767788,1642.048340
108,0,2.006999,2.390815,-0.023749,294.560516,57.022038,1641.989502,-0.107665,0.081057,2.787065,294.837921,57.470688,1641.914551
109,0,2.004808,2.391260,-0.016238,294.778595,56.715302,1642.011230,-0.108242,0.084492,2.785832,294.993744,57.144997,1641.782104
110,0,2.014731,2.390175,-0.020266,294.696198,56.345379,1642.091064,-0.108767,0.084753,2.785569,295.089600,56.822765,1641.739624
111,0,2.007112,2.394700,-0.021762,294.743805,55.934628,1641.874268,-0.109040,0.081672,2.786722,295.130585,56.543659,1641.771973
112,0,2.018589,2.413248,0.004500,294.936676,56.301815,1641.660645,-0.108892,0.084192,2.785603,295.211060,56.248558,1641.787476
113,0,2.027212,2.407239,-0.029508,294.956421,55.640934,1641.811646,-0.108845,0.084017,2.785563,295.306091,55.920288,1641.731323
114,0,2.025726,2.409050,-0.029433,295.046997,55.256100,1641.797363,-0.108388,0.083350,2.785549,295.422028,55.596077,1641.698364
115,0,2.026370,2.402589,-0.025745,295.042084,54.626698,1641.853027,-0.108024,0.083300,2.785733,295.521271,55.249237,1641.658447
116,0,2.016992,2.408556,-0.015239,295.275055,54.753044,1641.565552,-0.107551,0.082661,2.785653,295.601593,54.906326,1641.603516
117,0,1.991229,2.402750,0.001725,295.278198,54.343735,1641.532959,-0.107073,0.082143,2.785897,295.709106,54.565956,1641.548462
118,0,-0.081715,0.078182,2.777705,295.016663,53.432495,1641.405884,-0.106782,0.081775,2.785756,295.807098,54.236317,1641.487305
119,0,-0.079397,0.068274,2.780287,295.153107,53.185699,1641.258057,-0.106783,0.081469,2.785804,295.863464,53.901081,1641.449707
120,0,-0.073928,0.060774,2.785788,295.487549,53.478806,1641.068359,-0.106507,0.081306,2.785562,295.929291,53.559254,1641.402100
121,0,-2.020089,-2.421164,0.014499,295.659882,53.115261,1641.277710,-0.106931,0.084140,2.784230,296.048889,53.170132,1641.278442
122,0,-2.021896,-2.418959,0.013308,295.719055,52.702362,1641.247437,-0.106899,0.081729,2.784744,296.149536,52.807823,1641.159302
123,0,-2.028819,-2.420675,0.020543,295.694733,52.307045,1641.310669,-0.107288,0.081977,2.784414,296.189484,52.455635,1641.121094
124,0,-2.035832,-2.421873,0.026340,295.625977,51.730427,1641.426514,-0.107781,0.079714,2.785138,296.143829,52.146698,1641.185059
125,0,-2.036407,-2.419599,0.023946,295.865784,51.036278,1641.116455,-0.108186,0.082538,2.783975,296.096161,51.804733,1641.230957
126,0,-2.026945,-2.422553,0.024974,295.698273,51.001514,1641.033813,-0.108601,0.083288,2.783605,296.087921,51.493286,1641.181763
127,0,-2.033725,-2.432763,0.034213,295.594543,50.651325,1641.202148,-0.109083,0.083561,2.783309,296.080414,51.181507,1641.129761
128,0,-2.043984,-2.433973,0.049141,295.551453,50.762505,1641.502441,-0.109339,0.083710,2.782953,296.020233,50.892647,1641.082520
129,0,-2.046591,-2.423242,0.058893,295.457123,50.765079,1641.652466,-0.109611,0.084305,2.782614,295.950958,50.637463,1641.046997
130,0,-2.043790,-2.438567,0.053414,295.486969,50.246475,1641.456543,-0.109948,0.085003,2.782108,295.856720,50.402081,1641.007935
131,0,-2.032269,-2.428255,0.026191,295.540375,49.967297,1641.102051,-0.110473,0.085673,2.781687,295.753418,50.178455,1640.970825
132,0,-2.030402,-2.435318,0.034285,295.313690,49.756870,1640.968384,-0.111245,0.086224,2.781268,295.609894,49.948765,1640.957642
133,0,-2.041743,-2.444995,0.046229,295.009430,49.446575,1641.128296,-0.111355,0.086785,2.780747,295.473358,49.786346,1640.912354
134,0,-2.040077,-2.427473,0.023324,294.784424,48.966156,1640.706299,-0.111785,0.087700,2.780399,295.296539,49.628475,1640.864136
135,0,-2.037109,-2.421242,0.011016,294.441010,48.468674,1640.404541,-0.112294,0.088028,2.779978,295.119751,49.489876,1640.796753
136,0,-2.036344,-2.416739,0.015143,294.366211,48.409382,1640.457153,-0.112405,0.088500,2.779619,294.929993,49.356216,1640.729614
137,0,-2.035606,-2.416286,0.012992,294.245850,48.529903,1640.395508,-0.112676,0.089047,2.779362,294.741119,49.257931,1640.641113
138,0,-2.033591,-2.409165,0.013577,294.074158,48.089138,1640.503784,-0.113097,0.089898,2.779158,294.557556,49.189342,1640.560913
139,0,-2.035720,-2.424941,0.019393,293.883270,48.036098,1640.414062,-0.113320,0.089890,2.779243,294.327850,49.125851,1640.451050
140,0,-2.037343,-2.419699,0.014534,293.534119,47.940132,1640.233765,-0.113598,0.090236,2.779215,294.095581,49.093544,1640.350098
141,0,-2.039218,-2.416056,0.025576,293.546234,48.019733,1640.451904,-0.113680,0.090206,2.779214,293.821350,49.088276,1640.266724
142,0,2.373156,-2.001046,0.134440,293.565521,48.303368,1640.315552,-0.113696,0.087810,2.779986,293.582672,49.081936,1640.109253
143,0,2.374489,-1.998704,0.133521,293.074829,48.770947,1640.341187,-0.113630,0.088103,2.779890,293.259583,49.152679,1640.058716
144,0,2.369749,-1.996935,0.127782,292.545349,48.504826,1640.440796,-0.113997,0.088073,2.779817,292.936920,49.261841,1640.044067
145,0,2.371553,-2.001022,0.120774,292.206818,48.808926,1640.293091,-0.114440,0.091263,2.778655,292.627808,49.335552,1639.953369
146,0,2.376210,-1.990802,0.119823,291.722931,49.206062,1640.173462,-0.115175,0.088085,2.779239,292.198517,49.542595,1640.048218
147,0,2.376996,-2.001645,0.135289,291.565125,49.667847,1640.141357,-0.116398,0.091682,2.778551,291.771271,49.761909,1640.170898
148,0,2.383734,-2.001201,0.158102,291.321289,50.210270,1640.696289,-0.117551,0.091510,2.778518,291.355804,49.985435,1640.205566
149,0,2.374212,-1.998684,0.133764,290.787872,50.103107,1640.413818,-0.119291,0.092411,2.778379,290.920898,50.260105,1640.245239
150,0,2.369737,-1.999070,0.141315,290.041687,49.899429,1640.478027,-0.120831,0.093237,2.777704,290.429535,50.597195,1640.327393
151,0,2.375783,-2.005841,0.133003,289.603149,50.268059,1640.399048,-0.122532,0.094275,2.777309,289.964905,50.960690,1640.437744
152,0,2.380453,-2.007774,0.159097,289.419708,51.085014,1640.622192,-0.124456,0.094961,2.776948,289.493988,51.363213,1640.569214
153,0,2.360343,-2.003939,0.182827,289.029968,52.044819,1640.723022,-0.126050,0.096090,2.776634,289.010773,51.757511,1640.679810
154,0,2.348151,-1.990219,0.193403,288.556366,52.400841,1641.372192,-0.128302,0.100089,2.775119,288.534912,52.189907,1640.722656
155,0,2.371176,-2.000303,0.164305,287.577484,52.507175,1640.888428,-0.130350,0.098474,2.775383,287.947449,52.697742,1640.952026
156,0,2.386816,-1.996306,0.178986,287.332733,53.248852,1640.913574,-0.131988,0.099325,2.774742,287.423309,53.215179,1641.109131
157,0,2.378953,-2.003139,0.171780,286.733124,53.509792,1641.252441,-0.133295,0.100373,2.774168,286.897278,53.786903,1641.237915
158,0,2.374998,-1.998913,0.176237,286.170563,53.659416,1641.586548,-0.135158,0.098146,2.774274,286.397186,54.354877,1641.284912
159,0,2.369906,-1.995360,0.186267,285.796631,54.762924,1641.792114,-0.136266,0.101338,2.773302,285.799194,54.983177,1641.479980
160,0,1.981652,2.359751,-0.021537,285.154755,55.957306,1641.716064,-0.136911,0.105742,2.771446,285.338135,55.620491,1641.498291
161,0,1.975297,2.360715,-0.022297,284.563995,56.443871,1641.793945,-0.137762,0.102995,2.772473,284.756409,56.359821,1641.674072
162,0,1.983027,2.357695,-0.026784,284.237061,56.797867,1641.973022,-0.137624,0.100700,2.773000,284.287323,57.059277,1641.676147
163,0,2.374197,-2.004621,0.174638,283.699860,57.211807,1642.092651,-0.137211,0.107416,2.770614,283.773712,57.774563,1641.685303
164,0,2.370638,-1.990027,0.165002,282.971069,58.407143,1642.267700,-0.137004,0.103835,2.771678,283.206207,58.570621,1641.781128
165,0,2.379962,-2.001953,0.165850,282.387756,58.472641,1641.990723,-0.136184,0.103557,2.771241,282.731079,59.361645,1641.757812
166,0,2.381639,-2.005996,0.166253,282.266846,59.596729,1642.016724,-0.135040,0.100899,2.771947,282.305725,60.164032,1641.627319
167,0,2.368515,-1.996579,0.183679,281.878784,61.114090,1642.064697,-0.133935,0.103372,2.771425,281.794952,61.030491,1641.626709
168,0,2.375333,-1.996679,0.178815,281.366913,61.444469,1641.654541,-0.132126,0.105848,2.770443,281.402466,61.865948,1641.432861
169,0,-0.022928,-0.030832,-0.361334,280.705597,62.710026,1641.593994,-0.130318,0.102364,2.771370,280.884277,62.858784,1641.414429
170,0,-0.031823,-0.034790,-0.361886,280.226715,63.735909,1641.210327,-0.128576,0.101455,2.771250,280.416016,63.817516,1641.310181
171,0,-0.046065,-0.031916,-0.362551,279.613220,64.303444,1641.491943,-0.127405,0.103286,2.770534,279.996765,64.810799,1641.128662
172,0,-0.058280,-0.028236,-0.369960,279.376129,66.024361,1641.828857,-0.125601,0.099681,2.771431,279.436066,65.942711,1641.141846
173,0,-0.043933,-0.027889,-0.355612,278.894958,67.006767,1641.278687,-0.121561,0.099068,2.771411,278.928650,67.060448,1640.985596
174,0,-0.046773,-0.031634,-0.364000,278.276337,68.373978,1641.087769,-0.123566,0.101361,2.770010,278.371002,68.238815,1640.897095
175,0,-0.106838,0.083058,2.775032,277.564911,69.584351,1641.236206,-0.122958,0.100612,2.769518,277.811676,69.511887,1640.812378
176,0,-0.104304,0.054501,2.763405,277.053314,71.191811,1641.141968,-0.120229,0.097065,2.770221,277.148102,70.889771,1640.754639
177,0,,,,,,,-0.123107,0.097037,2.769982,276.397430,72.285110,1640.812988
178,0,-0.040463,-0.014298,-0.370549,275.531036,73.896965,1641.377197,-0.121703,0.097450,2.769310,275.765625,73.740524,1640.753662
179,0,-0.052770,-0.035703,-0.358056,275.009338,75.263123,1641.234985,-0.125686,0.096597,2.768763,274.923462,75.256790,1640.854004
180,0,-0.041188,-0.028025,-0.368457,273.797180,76.679253,1641.228760,-0.127780,0.099554,2.766885,274.183044,76.831459,1640.801758
181,0,-2.410507,2.038555,-0.163547,273.422272,78.189751,1641.270752,-0.127248,0.096705,2.766571,273.345612,78.539543,1640.837402
182,0,-2.423690,2.033677,-0.163420,272.795044,79.897903,1641.299805,-0.132301,0.099787,2.764797,272.497620,80.253143,1640.890015
183,0,-2.411328,2.044992,-0.169783,271.693481,81.808731,1641.400635,-0.135097,0.096543,2.764686,271.537720,82.130760,1641.028198
184,0,-2.402460,2.047956,-0.168362,270.657745,83.791534,1641.512085,-0.137345,0.096943,2.763740,270.645325,84.002960,1641.092896
185,0,-2.399359,2.037088,-0.167996,269.669495,85.740379,1641.493530,-0.139708,0.097240,2.762879,269.731323,85.940079,1641.202148
186,0,-2.405093,2.049202,-0.169526,268.561432,87.616478,1641.715088,-0.142743,0.099581,2.762967,268.778442,87.911049,1641.232422
187,0,-2.410243,2.047660,-0.184900,267.933990,89.678535,1641.916748,-0.144254,0.097220,2.761187,267.948090,89.945312,1641.411743
188,0,-2.414081,2.041352,-0.176971,266.919495,92.108635,1642.016479,-0.145754,0.099814,2.759988,267.115906,91.951134,1641.452759
189,0,-2.403944,2.037807,-0.185518,266.217957,93.981293,1641.896484,-0.147125,0.096474,2.761052,266.150787,94.038399,1641.685669
190,0,-0.138480,0.085091,2.768253,265.185364,96.213936,1641.924072,-0.151077,0.095607,2.761359,265.331696,96.105064,1641.711182
191,0,-0.134954,0.090212,2.765170,264.542267,98.198647,1642.093140,-0.148702,0.095384,2.761711,264.477875,98.246033,1641.950562
192,0,-0.130565,0.090148,2.766755,263.615021,99.781006,1642.385742,-0.151598,0.094664,2.762039,263.692474,100.373413,1641.946167
193,0,1.996540,2.359330,0.000568,262.652252,102.198425,1642.387085,-0.147708,0.094122,2.762757,262.882904,102.530701,1642.158813
194,0,1.983135,2.361698,-0.002188,262.331787,104.472763,1642.697632,-0.146447,0.093080,2.763950,262.141296,104.746399,1642.288574
195,0,1.990100,2.357212,0.004600,261.473969,106.495644,1642.762939,-0.144459,0.094749,2.763868,261.506042,106.932640,1642.311768
196,0,2.007672,2.358960,0.016757,260.453094,109.020294,1642.559814,-0.143296,0.090644,2.765746,260.764130,109.247826,1642.464966
197,0,1.996568,2.357898,-0.007016,260.108612,111.231644,1642.979126,-0.141905,0.090300,2.767358,260.124359,111.531441,1642.568481
198,0,2.002252,2.363223,0.010255,259.213409,113.183884,1642.927002,-0.139844,0.089972,2.768226,259.453613,113.800117,1642.627808
199,0,1.999070,2.376978,-0.000424,258.702087,116.067619,1643.282471,-0.138987,0.089213,2.769023,258.850983,116.147987,1642.733154
200,0,2.002347,2.366303,0.000770,258.286407,118.677406,1643.100464,-0.137765,0.088204,2.770349,258.223267,118.534470,1642.821655
201,0,1.997331,2.371967,-0.001929,257.388306,120.910034,1643.341919,-0.136482,0.087581,2.771370,257.566223,120.913010,1642.916504
202,0,2.001157,2.372049,-0.001636,256.810669,123.828094,1643.610962,-0.135507,0.089680,2.771213,256.984039,123.310402,1642.947876
