Objects
100
,,Global Angle LEDS:LEDS,,,,,,Global Angle Reflective Balls:Reflective Balls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
69,0,2.411406,2.023112,-0.132595,44.010597,405.695221,1185.945557,-0.074760,0.071232,-0.686422,44.000835,405.758759,1187.397705
70,0,2.411119,2.020990,-0.145194,42.755955,405.909393,1189.901489,-0.075116,0.076526,-0.684566,42.655643,406.149872,1191.479004
71,0,2.410918,2.028970,-0.141629,41.454990,406.596252,1193.966553,-0.076052,0.078270,-0.683430,41.416382,406.565033,1195.483154
72,0,2.411408,2.032982,-0.130304,40.346790,407.185455,1198.084839,-0.076381,0.079231,-0.682102,40.168709,407.047058,1199.576660
73,0,1.945837,-2.300956,0.040946,39.034534,407.595490,1201.698242,-0.076895,0.080304,-0.680340,38.989193,407.479126,1203.718872
74,0,1.953765,-2.295478,0.040170,37.833134,408.388733,1206.133423,-0.071966,0.079949,-0.677424,37.700172,407.865051,1208.173828
75,0,1.951807,-2.296713,0.038209,36.606762,408.413513,1210.281250,-0.071762,0.080630,-0.675157,36.467209,408.399902,1212.499268
76,0,-2.366920,-2.017106,0.151030,35.311737,409.261841,1214.837769,-0.071498,0.080697,-0.672611,35.233891,408.828094,1216.885864
77,0,-2.369758,-2.016715,0.156551,34.181007,409.366913,1219.143066,-0.071671,0.077615,-0.670429,34.097435,409.395325,1221.240723
78,0,-2.364227,-2.020755,0.149697,32.872353,409.765259,1223.616577,-0.069738,0.079060,-0.665505,32.816883,409.285492,1225.781128
79,0,-2.378599,-2.038210,0.154376,31.889959,410.573486,1228.858398,-0.069679,0.078795,-0.662428,31.700745,409.903229,1230.303955
80,0,-2.369161,-2.041049,0.137586,30.751883,410.902313,1233.259521,-0.070856,0.077770,-0.659812,30.601179,410.481720,1234.908203
81,0,-2.357173,-2.036803,0.153644,29.743286,412.096222,1237.606812,-0.071822,0.076695,-0.657493,29.591061,411.041534,1239.496460
82,0,0.036245,0.157769,2.468668,28.763111,412.349060,1242.003906,-0.073346,0.075259,-0.653934,28.583158,411.653351,1244.073730
83,0,0.031396,0.163514,2.474923,27.759159,413.329651,1246.651489,-0.074878,0.074038,-0.650939,27.645233,412.276215,1248.625000
84,0,0.032422,0.162686,2.471644,26.944944,413.538391,1251.031372,-0.076720,0.071482,-0.647672,26.720964,412.905457,1253.170410
85,0,-0.084418,0.053529,-0.663820,26.223095,414.507385,1256.379883,-0.078494,0.070540,-0.644143,25.872810,413.510712,1257.742676
86,0,-0.068303,0.080835,-0.649353,25.235725,413.919220,1260.875000,-0.080494,0.067923,-0.640042,25.127626,414.132172,1262.352295
87,0,-0.089776,0.093678,-0.659512,24.342628,413.078461,1265.470703,-0.082536,0.064156,-0.636527,24.457167,414.805481,1266.782104
88,0,0.003047,-0.250215,-3.769979,23.696070,414.644012,1270.685669,-0.085033,0.065129,-0.632097,23.706081,415.502502,1271.501099
89,0,0.001831,-0.257347,-3.765006,23.052784,415.577576,1275.305908,-0.087801,0.062036,-0.627919,23.043451,416.128174,1276.050781
90,0,0.008356,-0.251893,-3.775145,22.726543,417.145569,1279.268433,-0.089991,0.060464,-0.623167,22.400402,416.808990,1280.606934
91,0,0.014564,-0.262418,-3.765808,22.061781,418.140472,1284.005981,-0.092492,0.057568,-0.618418,21.791815,417.460358,1285.203979
92,0,0.012278,-0.231720,-3.755942,21.433491,417.403137,1288.498779,-0.095448,0.055218,-0.612761,21.243860,418.060394,1289.730347
93,0,0.029234,-0.251866,-3.752827,21.074448,418.582458,1293.354004,-0.098277,0.052923,-0.607877,20.750597,418.725372,1294.277710
94,0,0.035436,-0.255625,-3.742282,20.337807,419.188965,1297.851685,-0.101355,0.049972,-0.602622,20.256472,419.335541,1298.815552
95,0,0.038170,-0.268218,-3.736954,20.230764,420.117401,1302.402466,-0.103723,0.047585,-0.597223,19.751539,420.003021,1303.331787
96,0,0.028842,-0.253069,-3.735212,19.662987,420.897736,1306.592773,-0.106756,0.045360,-0.594833,19.241636,420.100525,1307.754028
97,0,2.061812,-2.212461,0.128353,19.007332,421.978638,1311.161621,-0.108394,0.042895,-0.588325,18.772228,420.706665,1312.143311
98,0,2.071692,-2.219159,0.108006,18.828331,422.424164,1316.408813,-0.110352,0.039614,-0.581901,18.294758,421.287994,1316.542603
99,0,2.066934,-2.205124,0.139591,18.326408,422.768463,1320.518311,-0.111162,0.035699,-0.575343,17.835436,421.819824,1320.906982
100,0,-0.104083,0.018479,-0.570081,17.603098,422.076080,1324.654663,-0.112704,0.033487,-0.568984,17.342676,422.328217,1325.250000
101,0,-0.120747,0.006268,-0.567925,17.079466,423.290283,1329.018921,-0.114339,0.030079,-0.562569,16.931019,422.921082,1329.543091
102,0,-0.115378,0.018805,-0.565795,16.972849,423.817413,1333.293945,-0.115816,0.023501,-0.556107,16.548540,423.456604,1333.591309
103,0,-0.124392,0.012621,-0.561197,16.513531,425.079712,1337.457520,-0.116699,0.019310,-0.549382,16.113819,423.983612,1337.749146
104,0,-0.133998,0.009449,-0.569493,16.143335,424.528473,1341.242920,-0.117449,0.013619,-0.543138,15.737254,424.480957,1341.782837
105,0,-0.123043,0.008758,-0.565307,15.773849,425.183746,1345.180664,-0.118247,0.011654,-0.536758,15.236970,424.928467,1345.902344
106,0,-0.116444,-0.000103,-0.560474,15.423325,425.588593,1349.096436,-0.118417,0.004941,-0.530019,14.810652,425.375458,1349.891602
107,0,-0.119188,-0.026824,-0.515809,14.850257,425.298737,1353.475464,-0.117842,-0.001017,-0.523586,14.391132,425.766785,1353.821167
108,0,-0.129503,-0.018273,-0.536749,14.567328,426.146240,1357.033569,-0.117239,-0.008248,-0.516476,13.980647,426.239410,1357.761108
109,0,-0.121036,-0.019773,-0.529241,14.185201,426.226807,1360.892578,-0.116181,-0.015493,-0.510066,13.602865,426.640411,1361.624023
110,0,-0.128865,-0.046965,-0.497673,14.250864,429.365875,1365.854858,-0.115036,-0.022824,-0.502992,13.247413,427.047943,1365.463257
111,0,-0.126997,-0.042702,-0.498367,13.626045,429.077393,1368.964478,-0.113229,-0.030168,-0.495559,12.868663,427.476105,1369.264282
112,0,-0.119915,-0.044805,-0.499257,13.084538,426.840332,1372.102661,-0.111962,-0.038429,-0.488289,12.560357,427.897186,1373.016968
113,0,-0.115456,-0.054039,-0.500135,12.615819,427.986511,1375.977173,-0.110229,-0.045650,-0.480393,12.245477,428.322571,1376.676147
114,0,-0.100229,-0.068997,-0.472672,12.067047,428.454926,1379.781616,-0.108474,-0.053535,-0.471901,11.933659,428.858276,1380.360596
115,0,-0.113678,-0.070428,-0.478844,12.129657,428.185974,1383.121338,-0.107168,-0.060583,-0.464693,11.744823,429.251984,1383.987793
116,0,-0.112226,-0.076137,-0.471573,11.945098,428.688385,1386.721558,-0.105263,-0.067846,-0.457183,11.611542,429.705627,1387.657471
117,0,-0.108724,-0.066783,-0.476562,11.971384,429.293793,1390.190430,-0.103919,-0.076839,-0.449366,11.512524,430.152405,1391.194946
118,0,-0.110009,-0.089835,-0.457675,11.734341,430.095001,1394.215454,-0.102360,-0.082915,-0.441441,11.481375,430.572052,1394.833984
119,0,-0.110388,-0.094226,-0.458738,11.956138,430.939545,1397.810791,-0.100544,-0.086909,-0.432906,11.491425,430.983978,1398.483765
120,0,-0.099137,-0.109094,-0.445281,12.269536,432.422180,1401.465210,-0.098545,-0.091111,-0.424761,11.590827,431.442902,1402.135864
121,0,-0.111934,-0.107392,-0.427073,12.099011,431.794769,1405.072754,-0.096896,-0.094926,-0.416584,11.759225,431.899200,1405.752930
122,0,-0.106655,-0.113950,-0.424247,12.471416,433.130310,1408.774414,-0.100356,-0.087776,-0.407618,11.820786,432.098572,1409.589355
123,0,-0.090555,-0.110371,-0.416679,12.942140,433.876526,1411.854004,-0.094938,-0.088912,-0.399265,12.135066,432.437988,1413.380859
124,0,-0.099165,-0.101843,-0.405777,13.448902,433.970825,1415.994507,-0.094398,-0.089002,-0.392269,12.605196,432.814362,1416.953857
125,0,-0.109523,-0.125462,-0.389156,13.901284,433.610992,1420.030640,-0.093426,-0.089666,-0.384749,13.154192,433.178192,1420.487183
126,0,-0.104105,-0.121643,-0.384921,14.358171,433.871918,1423.437012,-0.093645,-0.089880,-0.378276,13.755309,434.016602,1424.044800
127,0,-0.089305,-0.115942,-0.383932,15.039818,434.947906,1426.837036,-0.091580,-0.097200,-0.369919,14.601605,434.206696,1427.164551
128,0,-0.087160,-0.101022,-0.376138,15.743052,435.157440,1429.969360,-0.090380,-0.095115,-0.365298,15.220169,434.813293,1430.728882
129,0,-0.087849,-0.101226,-0.373906,16.534889,435.182831,1433.430786,-0.088847,-0.094881,-0.358335,15.791072,435.070740,1434.173218
130,0,-0.103222,-0.130152,-0.361416,16.854639,435.521606,1436.956665,-0.087946,-0.093709,-0.351828,16.433323,435.301483,1437.570312
131,0,-0.094551,-0.125181,-0.354344,17.600510,436.092346,1440.919556,-0.086263,-0.093294,-0.345976,17.066015,435.542664,1440.940918
132,0,-0.080583,-0.095002,-0.352569,18.323557,436.374023,1443.784546,-0.083555,-0.092460,-0.340151,17.741808,435.788757,1444.243896
133,0,-0.069075,-0.090776,-0.349310,18.931269,436.863617,1446.843262,-0.081162,-0.091471,-0.334211,18.395689,436.000671,1447.514771
134,0,-0.077188,-0.103489,-0.344228,19.414392,436.637115,1450.059692,-0.077916,-0.096983,-0.326092,19.079750,436.639648,1450.727417
135,0,-0.073593,-0.092325,-0.338745,20.265488,436.899078,1453.317505,-0.075218,-0.097266,-0.321308,19.679640,436.813507,1453.855225
136,0,-0.069771,-0.092731,-0.333715,20.911568,436.920044,1456.375122,-0.072424,-0.098160,-0.317247,20.304163,436.947510,1456.910767
137,0,-0.065045,-0.092916,-0.335521,21.613873,436.845764,1459.425903,-0.069562,-0.096715,-0.314139,20.866245,437.103455,1460.026489
138,0,-0.060617,-0.094605,-0.328888,21.987240,436.670685,1462.362549,-0.065689,-0.098720,-0.310801,21.493557,437.243866,1462.930786
139,0,0.284615,-0.186034,-3.447751,22.294352,436.768463,1465.160400,-0.061499,-0.101078,-0.307935,22.094978,437.297821,1465.796875
140,0,0.289453,-0.186868,-3.443470,22.768738,436.895813,1468.204712,-0.057990,-0.104228,-0.305448,22.642900,437.363373,1468.535889
141,0,0.276455,-0.124933,-3.441293,23.334339,437.397827,1470.866699,-0.053854,-0.107295,-0.303461,23.178339,437.361938,1471.169678
142,0,0.293136,-0.145714,-3.440034,23.930271,437.355682,1473.124146,-0.048256,-0.119759,-0.301321,23.672535,437.354370,1473.775024
143,0,0.308073,-0.128882,-3.435591,24.354465,437.441101,1475.759399,-0.044727,-0.123955,-0.300725,24.236477,437.399689,1476.142212
144,0,0.294907,-0.100330,-3.439530,24.920969,437.375122,1478.176514,-0.042023,-0.125405,-0.300301,24.713678,437.378845,1478.521118
145,0,0.315116,-0.116981,-3.430933,25.558496,436.822083,1479.989746,-0.037333,-0.133769,-0.299592,25.313063,437.391083,1480.513550
146,0,0.326569,-0.115668,-3.438993,26.288952,437.066620,1481.881592,-0.033471,-0.135080,-0.299697,25.799826,437.382080,1482.708618
147,0,0.333268,-0.097186,-3.428687,26.757399,436.546326,1483.903442,-0.028097,-0.139476,-0.299361,26.373903,437.308624,1484.611816
148,0,0.342507,-0.106916,-3.434404,27.225101,436.667755,1485.426758,-0.023584,-0.142567,-0.299365,26.924881,437.124542,1486.352783
149,0,0.342982,-0.083789,-3.437286,27.903128,436.693939,1487.234619,-0.018910,-0.145825,-0.299310,27.439939,436.962799,1488.021606
150,0,0.358077,-0.090990,-3.430841,28.334005,436.524170,1488.578491,-0.014083,-0.150783,-0.299482,28.015736,436.787201,1489.348267
151,0,0.360203,-0.086969,-3.432715,28.814362,436.283203,1490.262329,-0.010557,-0.145590,-0.298673,28.554287,436.689117,1490.759399
152,0,0.361388,-0.073427,-3.431222,29.458252,436.002350,1491.286621,-0.005019,-0.153115,-0.298271,29.165888,436.361694,1492.083862
153,0,0.374354,-0.067354,-3.427974,30.333670,435.440765,1492.796875,-0.001259,-0.149225,-0.297613,29.784702,436.092865,1493.477783
154,0,0.003334,-0.152350,-0.306987,30.920612,435.745514,1493.838135,0.002678,-0.146746,-0.296760,30.470354,435.743347,1494.591919
155,0,0.003476,-0.148425,-0.307534,31.658079,435.060516,1494.754883,0.005853,-0.143650,-0.295946,31.285091,435.431763,1495.612549
156,0,0.011807,-0.156448,-0.302284,32.462307,435.107544,1496.104492,0.009431,-0.142172,-0.294275,32.156143,435.104034,1496.416748
157,0,0.023751,-0.146023,-0.306236,33.136181,434.624573,1496.719971,0.012285,-0.137634,-0.292694,33.056728,434.811218,1497.279785
158,0,0.020386,-0.154338,-0.311097,33.998306,434.082916,1497.102295,0.014803,-0.129051,-0.291081,33.965687,434.466095,1498.192627
159,0,0.022818,-0.162010,-0.308200,35.022045,433.942871,1498.012329,0.013105,-0.124539,-0.289408,35.003868,434.128632,1498.639404
160,0,0.013300,-0.134522,-0.300882,36.143337,433.341553,1498.637329,0.020405,-0.119384,-0.286499,36.030746,433.725006,1499.387329
161,0,0.027804,-0.140282,-0.305181,36.919437,433.176575,1499.220093,0.023490,-0.117598,-0.284238,37.135010,433.390442,1499.805176
162,0,0.022792,-0.133762,-0.303339,38.005695,432.849182,1499.440430,0.025484,-0.109907,-0.281583,38.177055,432.990417,1500.447266
163,0,0.044183,-0.131392,-0.295905,39.298607,432.651337,1499.956787,0.026805,-0.101739,-0.279312,39.350960,432.806824,1500.705811
164,0,0.007509,-0.147632,-0.292272,40.106178,431.702484,1501.162720,0.025576,-0.102446,-0.277758,40.491726,432.431152,1501.124268
165,0,0.016647,-0.108852,-0.286180,41.591454,431.323181,1501.363525,0.032767,-0.102669,-0.274293,41.601452,432.105774,1501.559570
166,0,0.049844,-0.108471,-0.281841,42.625244,431.863647,1501.839722,0.034747,-0.097917,-0.271258,42.602249,431.887299,1502.069458
167,0,0.040734,-0.110298,-0.278430,43.567989,431.508789,1502.225220,0.036494,-0.092729,-0.268009,43.730816,431.693390,1502.250488
168,0,-0.024518,-0.083863,-0.317977,43.218845,432.188782,1505.251099,0.039109,-0.094666,-0.264187,44.729618,430.750214,1502.392334
169,0,0.279076,0.039447,-3.408216,45.839222,431.218140,1501.883545,0.041220,-0.098685,-0.261873,45.659374,430.530670,1502.900391
170,0,0.264420,0.042610,-3.407467,46.488003,430.992096,1502.104858,0.042504,-0.095237,-0.259764,46.505623,430.375061,1503.392578
171,0,0.276390,0.063358,-3.402035,47.355808,430.513519,1502.703369,0.040902,-0.095720,-0.257989,47.483807,430.191895,1503.578125
172,0,0.034990,-0.119237,-0.265736,48.381851,430.251953,1503.059082,0.048172,-0.099273,-0.255287,48.421436,429.947113,1503.915649
173,0,0.047672,-0.146146,-0.270997,48.919090,429.838806,1504.444214,0.050528,-0.099210,-0.254242,49.239208,429.745117,1504.239990
174,0,0.056125,-0.126612,-0.263796,50.071796,429.784912,1504.437378,0.052358,-0.098609,-0.253180,50.043030,429.529877,1504.581665
175,0,2.566465,-1.979018,0.192766,50.989792,429.699127,1504.030396,0.050230,-0.095169,-0.253986,50.865273,429.393433,1504.922363
176,0,2.567487,-1.970988,0.175282,51.651066,429.934509,1504.229858,0.052703,-0.093804,-0.253551,51.679447,429.166016,1505.266968
177,0,2.587238,-1.956844,0.135298,52.285976,429.012054,1505.013672,0.059224,-0.092061,-0.252964,52.369431,428.894287,1505.783325
178,0,2.564597,-1.940520,0.193960,53.392212,430.497803,1504.703979,0.063180,-0.092845,-0.252531,53.181774,428.630981,1506.003906
179,0,2.576074,-1.966613,0.161853,53.489815,427.730255,1506.625244,0.064683,-0.086639,-0.253552,53.879105,428.380493,1506.549194
180,0,2.570101,-1.945942,0.152521,54.434849,428.136841,1505.938843,0.068404,-0.087394,-0.253322,54.672256,428.073944,1506.769043
181,0,2.570177,-1.941090,0.152975,55.551624,428.315643,1506.344482,0.070136,-0.080679,-0.254788,55.304115,427.758240,1507.285889
182,0,2.570383,-1.943314,0.147953,56.045044,427.882904,1506.725220,0.072331,-0.077527,-0.256176,56.006065,427.393768,1507.646118
183,0,2.552619,-1.951971,0.191313,56.481686,427.494507,1507.226074,0.074652,-0.074044,-0.256841,56.720371,427.016022,1508.042480
184,0,2.554960,-1.949191,0.180196,57.184608,427.209961,1507.566406,0.076282,-0.071192,-0.257637,57.460129,426.568207,1508.363403
185,0,2.565486,-1.974432,0.151451,57.955395,425.738190,1508.104370,0.079107,-0.071580,-0.258258,58.214069,426.133942,1508.547485
186,0,2.567537,-1.954088,0.125716,59.205849,427.531036,1507.418457,0.079485,-0.065526,-0.259697,58.836540,425.697449,1508.988159
187,0,2.559061,-1.961493,0.144472,59.618439,426.506165,1508.111084,0.081018,-0.063428,-0.259719,59.466644,425.241913,1509.276245
188,0,2.548768,-1.962365,0.157758,60.157944,425.180237,1508.558594,0.082731,-0.061622,-0.259674,60.111439,424.750885,1509.515503
189,0,2.560922,-1.956738,0.115129,60.703457,424.134399,1508.919434,0.084261,-0.059817,-0.259749,60.729809,424.260376,1509.772461
190,0,2.563792,-1.963175,0.134406,60.925873,423.513428,1509.121826,0.086828,-0.061330,-0.259656,61.422947,423.704102,1509.882446
191,0,2.559450,-1.963946,0.128521,61.905079,423.247009,1509.307495,0.090257,-0.059325,-0.259488,62.120140,423.816711,1510.339722
192,0,2.568438,-1.967998,0.116600,62.672741,423.180237,1509.201660,0.091288,-0.054367,-0.259537,62.739269,423.373444,1510.805298
193,0,-0.165360,-0.086886,2.868898,63.385174,423.078033,1509.440918,0.092541,-0.052824,-0.259702,63.452511,422.912781,1511.111572
194,0,-0.138476,-0.109880,2.868227,64.022018,421.616943,1510.367920,0.093592,-0.051604,-0.259564,64.135147,422.459381,1511.406982
195,0,-0.160301,-0.087701,2.865079,64.805870,421.529968,1510.817627,0.095025,-0.053878,-0.258935,64.907486,422.010376,1511.572876
196,0,-0.160468,-0.073962,2.874983,65.404770,421.111633,1510.750488,0.090802,-0.049734,-0.259057,65.613907,421.663483,1511.879272
