Objects
100
,,Global Angle LEDS:LEDS,,,,,,Global Angle Reflective Balls:Reflective Balls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
48,0,-0.997764,-2.939575,-0.085031,192.800171,247.193329,1654.795288,-0.096134,-0.068513,3.528194,193.418686,247.527328,1654.142578
49,0,-1.000135,-2.940714,-0.075373,192.997101,247.951187,1654.534424,-0.096620,-0.068164,3.528316,193.454254,247.563354,1654.133911
50,0,-1.001595,-2.945448,-0.086964,192.918533,247.532059,1655.109863,-0.096357,-0.068250,3.528193,193.506683,247.576553,1654.147705
51,0,-1.007024,-2.948904,-0.068075,193.036133,247.500061,1654.686768,-0.094972,-0.065959,3.527789,193.635269,247.586502,1654.067383
52,0,-1.005655,-2.947875,-0.068882,193.107803,247.472595,1654.695557,-0.095503,-0.065599,3.527755,193.747971,247.632202,1654.066284
53,0,-1.008638,-2.948684,-0.066602,193.330551,247.916901,1654.603394,-0.094921,-0.068304,3.528194,193.782501,247.778870,1654.131714
54,0,-0.998473,-2.940150,-0.074537,193.209915,247.301346,1654.836792,-0.095701,-0.067918,3.528022,193.897522,247.835709,1654.105835
55,0,-0.999074,-2.940132,-0.075324,193.330276,247.367752,1654.818237,-0.096652,-0.066922,3.527820,193.987045,247.949188,1654.169678
56,0,-0.996754,-2.938648,-0.073964,193.568710,247.605316,1654.797974,-0.097409,-0.066578,3.527666,194.172089,248.052841,1654.108643
57,0,-0.994755,-2.943887,-0.083279,193.861710,247.697510,1654.554810,-0.099559,-0.065293,3.527674,194.400101,248.128433,1654.047852
58,0,-0.986306,-2.937078,-0.090842,194.186050,247.825806,1654.335205,-0.100651,-0.065081,3.527652,194.666229,248.244125,1653.974854
59,0,-0.986687,-2.939288,-0.087347,194.428024,247.708832,1654.344727,-0.101954,-0.064293,3.527940,194.955383,248.378922,1653.921997
60,0,-0.995981,-2.946387,-0.089162,194.725891,247.868958,1654.251953,-0.102824,-0.063975,3.528367,195.283295,248.511414,1653.869873
61,0,-1.001293,-2.948203,-0.090004,195.227982,248.055847,1654.109741,-0.103363,-0.064588,3.528617,195.632416,248.678741,1653.801025
62,0,-1.004863,-2.951326,-0.078597,195.573944,248.400711,1654.003662,-0.103584,-0.064202,3.528855,195.991287,248.830841,1653.734985
63,0,-1.014922,-2.960968,-0.072630,195.833527,248.414429,1653.774902,-0.103729,-0.064532,3.528953,196.394058,248.965057,1653.657349
64,0,0.035987,-0.002210,0.379062,196.234375,248.324722,1653.626343,-0.103709,-0.065200,3.529271,196.799606,249.099777,1653.605347
65,0,0.057318,-0.003343,0.383723,196.398895,248.017868,1654.332031,-0.103248,-0.065927,3.529836,197.236557,249.237732,1653.568115
66,0,0.052703,0.011431,0.390135,197.013901,248.481094,1654.110107,-0.102242,-0.066664,3.530289,197.712341,249.416489,1653.532104
67,0,-0.989898,-2.938581,-0.086673,197.623566,248.777969,1654.142334,-0.101412,-0.067839,3.530442,198.208939,249.618210,1653.486694
68,0,-0.992233,-2.955306,-0.074690,198.061951,249.460693,1653.773804,-0.099745,-0.068258,3.530361,198.693329,249.737122,1653.470947
69,0,-1.002124,-2.961595,-0.069739,198.479233,249.652451,1653.919678,-0.098706,-0.069015,3.530275,199.172455,249.871887,1653.450684
70,0,-2.921611,0.987632,-0.043994,199.129013,249.679245,1653.800537,-0.098105,-0.068702,3.530286,199.647720,249.993744,1653.446899
71,0,-2.916643,0.973343,-0.003266,199.595963,249.847107,1654.056519,-0.096817,-0.069382,3.530284,200.143112,250.125885,1653.454834
72,0,-2.919699,0.977946,-0.037250,200.145569,249.753052,1654.037720,-0.095985,-0.069982,3.530184,200.651962,250.214340,1653.443481
73,0,-0.987636,-2.947093,-0.085748,200.631897,249.646561,1654.181641,-0.095928,-0.067164,3.529190,201.244080,250.225693,1653.357544
74,0,-0.995831,-2.952142,-0.079428,200.957443,249.760101,1654.025269,-0.095424,-0.067157,3.528584,201.739304,250.321182,1653.356079
75,0,-0.998950,-2.946050,-0.090485,201.501495,249.424026,1654.337769,-0.094262,-0.067033,3.528186,202.200195,250.391968,1653.348877
76,0,0.082721,0.045418,-2.761758,201.931274,249.778412,1654.088867,-0.092857,-0.066657,3.527512,202.648819,250.464142,1653.344116
77,0,0.086247,0.037488,-2.761565,202.388290,249.943115,1653.903442,-0.092330,-0.066159,3.527015,203.084885,250.530869,1653.342041
78,0,0.069947,0.076618,-2.757934,202.969666,249.796936,1653.948242,-0.090272,-0.069718,3.526366,203.522720,250.660782,1653.420044
79,0,0.065049,0.020091,0.384432,203.399139,250.230103,1653.903076,-0.088893,-0.069608,3.525352,203.988815,250.773849,1653.419067
80,0,0.041184,0.003710,0.378900,203.844040,250.307144,1653.868774,-0.090829,-0.069752,3.525499,204.452087,250.812561,1653.350952
81,0,0.046268,0.001389,0.381130,204.248474,250.511322,1653.811890,-0.086421,-0.071362,3.524597,204.863037,250.860123,1653.335083
82,0,-0.105710,-0.061643,3.518564,204.619781,250.659851,1653.836182,-0.085724,-0.071244,3.524136,205.269073,250.912369,1653.327637
83,0,-0.099723,-0.068787,3.518837,204.997543,250.676208,1653.776855,-0.086922,-0.067426,3.523323,205.637375,251.016525,1653.393921
84,0,-0.114515,-0.066761,3.517146,205.624527,251.388229,1653.313110,-0.086447,-0.067202,3.523066,206.026154,251.092224,1653.359619
85,0,0.045436,-0.008608,0.376261,206.333572,251.696136,1653.193481,-0.086241,-0.066902,3.522783,206.394363,251.156067,1653.375854
86,0,0.051149,0.004528,0.382716,206.475739,251.435272,1653.200806,-0.085997,-0.066086,3.522446,206.739075,251.282120,1653.392212
87,0,0.050081,0.023094,0.377485,206.531403,250.705215,1653.826294,-0.085543,-0.065997,3.522537,207.078918,251.393967,1653.415771
88,0,0.061560,0.055737,-2.763164,206.705276,250.795547,1653.991699,-0.082816,-0.070862,3.519488,207.575226,251.905624,1653.614746
89,0,0.060583,0.054501,-2.764261,207.034607,250.924316,1654.023926,-0.084722,-0.064689,3.522902,207.740875,251.674332,1653.451294
90,0,0.061774,0.053344,-2.765223,207.400955,251.136368,1653.994629,-0.084269,-0.064844,3.523160,208.090286,251.814423,1653.434204
91,0,-1.000454,-2.931263,-0.070444,207.816956,251.259354,1653.883423,-0.083574,-0.064595,3.523996,208.435150,251.977112,1653.431152
92,0,-1.003738,-2.956403,-0.077608,208.309586,251.542984,1653.331055,-0.083473,-0.065246,3.525072,208.773376,252.152466,1653.421631
93,0,-1.004564,-2.949878,-0.070317,208.618103,251.840500,1653.500854,-0.082577,-0.065551,3.525364,209.070358,252.375397,1653.418091
94,0,0.080279,0.054108,-2.759800,208.962967,251.982544,1653.728271,-0.081997,-0.066389,3.526431,209.345810,252.565445,1653.428467
95,0,0.068486,0.063777,-2.755100,208.933319,251.696533,1654.054932,-0.082031,-0.066752,3.527163,209.624634,252.781387,1653.408081
96,0,0.066402,0.063392,-2.755347,209.161957,251.902252,1654.065552,-0.081760,-0.066834,3.528063,209.883804,253.011551,1653.397217
97,0,0.071251,0.059253,-2.755799,209.405060,252.091797,1654.119751,-0.082603,-0.066429,3.528913,210.145554,253.185928,1653.390381
98,0,0.072093,0.046601,-2.754140,209.792130,252.752609,1653.980591,-0.082961,-0.066369,3.529700,210.392487,253.438049,1653.378662
99,0,0.072566,0.047183,-2.753543,210.072983,253.052231,1653.986206,-0.083749,-0.066747,3.530740,210.643951,253.690536,1653.403687
100,0,-0.982270,-2.941360,-0.081483,210.363037,253.484604,1653.764893,-0.085315,-0.067729,3.532160,210.900269,253.998398,1653.416382
101,0,-0.981160,-2.941593,-0.081862,210.628036,253.791840,1653.766602,-0.087372,-0.067654,3.533015,211.109039,254.271393,1653.434570
102,0,-0.993522,-2.963236,-0.078073,210.850754,253.908188,1653.802002,-0.088782,-0.067525,3.534037,211.319168,254.561432,1653.452026
103,0,-0.991086,-2.953469,-0.075861,211.037048,254.344879,1653.941406,-0.090120,-0.067215,3.534376,211.472916,254.839325,1653.440308
104,0,-0.990598,-2.945421,-0.070215,210.974777,254.446533,1653.973145,-0.091402,-0.066579,3.534873,211.624756,255.194641,1653.467407
105,0,-0.992972,-2.946259,-0.074878,211.111679,254.766083,1654.130737,-0.093153,-0.066064,3.535435,211.760559,255.508331,1653.461914
106,0,-0.990211,-2.960063,-0.067671,211.121078,254.896255,1654.075806,-0.094868,-0.065087,3.535972,211.908142,255.825348,1653.493652
107,0,-0.989671,-2.959204,-0.071489,211.300919,255.459106,1654.181641,-0.096537,-0.064832,3.536505,212.026978,256.140808,1653.527466
108,0,-0.991282,-2.965856,-0.058830,211.440613,256.096039,1653.893188,-0.097879,-0.064506,3.537208,212.187805,256.489502,1653.578369
109,0,-0.987926,-2.958054,-0.063303,211.616760,256.382233,1654.165894,-0.098613,-0.064435,3.537946,212.318588,256.818787,1653.606567
110,0,-0.990003,-2.968585,-0.063063,211.625488,257.042755,1653.903931,-0.099499,-0.064048,3.538707,212.423523,257.169952,1653.611450
111,0,-0.988223,-2.966644,-0.080740,211.784485,256.811096,1654.475220,-0.099851,-0.063669,3.539421,212.557983,257.533142,1653.633179
112,0,0.034449,-0.024616,0.394412,211.984436,257.909119,1654.278320,-0.100020,-0.063370,3.540176,212.702255,257.924896,1653.636719
113,0,0.050137,0.000160,0.397873,212.317688,258.445679,1654.007446,-0.100632,-0.062601,3.541024,212.844208,258.330902,1653.625977
114,0,0.038799,-0.003994,0.400823,212.395584,258.546875,1653.689209,-0.100227,-0.062110,3.542037,212.994507,258.715515,1653.641113
115,0,0.046731,0.001791,0.402365,212.540588,258.879852,1653.805786,-0.101215,-0.058297,3.542546,213.220276,259.079559,1653.534058
116,0,0.048436,0.003000,0.399522,212.709900,259.725250,1654.039673,-0.100316,-0.061092,3.543769,213.318604,259.594482,1653.640869
117,0,0.036313,0.006937,0.397947,212.997314,260.488586,1653.394165,-0.101498,-0.058196,3.544464,213.543152,259.999146,1653.570068
118,0,-0.972768,-2.955187,-0.071846,213.181503,260.372711,1653.544189,-0.102040,-0.057269,3.545320,213.714890,260.431549,1653.580688
119,0,-0.978231,-2.969295,-0.087107,213.369720,260.599182,1654.055176,-0.100414,-0.059286,3.546268,213.826279,260.932129,1653.707153
120,0,-0.977296,-2.972634,-0.084742,213.512161,261.239288,1653.798584,-0.100374,-0.058870,3.547407,213.968933,261.409698,1653.737549
121,0,-0.965109,-2.952887,-0.074682,213.765137,261.012756,1653.919556,-0.100345,-0.058578,3.548636,214.141022,261.902405,1653.749512
122,0,-0.960702,-2.953612,-0.070733,213.949829,261.705414,1653.817017,-0.099116,-0.057394,3.549422,214.312485,262.400482,1653.738037
123,0,-0.964057,-2.962675,-0.083004,214.011124,262.251404,1654.161621,-0.096591,-0.059197,3.550534,214.549545,262.853333,1653.625000
124,0,-0.965185,-2.976207,-0.090823,214.076431,262.613403,1654.565430,-0.096032,-0.058306,3.551431,214.743149,263.388336,1653.610229
125,0,-0.957270,-2.959359,-0.073253,214.451920,263.629761,1653.965210,-0.096249,-0.058282,3.552243,214.909515,263.964966,1653.602295
126,0,-0.952559,-2.961043,-0.078310,214.526993,264.094330,1654.115967,-0.094737,-0.057790,3.553072,215.081635,264.503113,1653.561523
127,0,-0.956426,-2.955512,-0.069687,214.759659,264.593384,1653.918091,-0.098292,-0.051877,3.553476,215.253006,265.030121,1653.541382
128,0,-0.954994,-2.952634,-0.058809,214.802200,264.735413,1654.161255,-0.098393,-0.052844,3.554567,215.402145,265.594910,1653.542236
129,0,-0.959123,-2.960798,-0.069972,215.051773,265.613861,1653.893677,-0.098014,-0.053201,3.555412,215.577896,266.181580,1653.510254
130,0,-0.954766,-2.957828,-0.069931,215.194107,266.456421,1653.736450,-0.097770,-0.056629,3.556781,215.624573,266.862793,1653.602905
131,0,-0.946490,-2.950895,-0.070505,215.187164,266.711761,1653.945068,-0.097297,-0.056669,3.558220,215.771347,267.476868,1653.578613
132,0,-0.955054,-2.970067,-0.082851,215.255615,267.016479,1654.071777,-0.097427,-0.057086,3.559334,215.875000,268.099762,1653.577148
133,0,-0.948158,-2.968337,-0.072592,215.399124,268.030182,1653.452637,-0.097461,-0.057464,3.561201,215.958176,268.726837,1653.556763
134,0,-0.949406,-2.955672,-0.071923,215.655899,268.894196,1653.511230,-0.097345,-0.058220,3.562530,216.059372,269.415497,1653.522095
135,0,-0.941564,-2.955314,-0.073187,215.789200,269.930695,1653.506592,-0.097754,-0.058847,3.563915,216.154877,270.099670,1653.464600
136,0,-0.938631,-2.949560,-0.066946,215.682373,270.345917,1653.685181,-0.097628,-0.060297,3.565809,216.253738,270.763153,1653.398071
137,0,-0.935434,-2.947124,-0.072206,215.800735,270.715790,1653.538208,-0.097502,-0.061464,3.567376,216.373764,271.467682,1653.340332
138,0,-0.928515,-2.958629,-0.067280,215.973526,271.287415,1653.597656,-0.097064,-0.062612,3.569269,216.466232,272.185699,1653.297363
139,0,-2.962327,0.938146,-0.032309,215.889008,272.375336,1653.612183,-0.096491,-0.063562,3.571455,216.559601,272.935242,1653.250854
140,0,-2.940963,0.926748,-0.057894,215.973389,272.741943,1653.471680,-0.096311,-0.063943,3.573247,216.660446,273.682373,1653.180420
141,0,-2.948637,0.927481,-0.056395,216.435959,274.499115,1652.746948,-0.096349,-0.065098,3.575188,216.728821,274.449463,1653.133545
142,0,-2.944943,0.918333,-0.042246,216.418533,274.770752,1652.936279,-0.094576,-0.068612,3.577677,216.890594,275.177490,1652.931641
143,0,-2.946567,0.911700,-0.055478,216.353348,275.552368,1653.156616,-0.094128,-0.069446,3.579517,216.972443,275.919159,1652.833252
144,0,-2.951075,0.915362,-0.053437,216.587250,276.382080,1652.921509,-0.096007,-0.067022,3.581306,216.968765,276.801636,1652.789429
145,0,-2.942932,0.902050,-0.032889,216.621063,277.403931,1652.799194,-0.096047,-0.067402,3.583086,217.041901,277.633331,1652.643677
146,0,-2.948564,0.909181,-0.036785,216.690628,278.257660,1652.688721,-0.097222,-0.068501,3.584834,217.075226,278.396759,1652.535034
147,0,-2.948366,0.907685,-0.035057,216.731995,279.052277,1652.563965,-0.099688,-0.070830,3.587456,217.158585,279.196411,1652.340820
148,0,-0.906124,-2.962479,-0.079915,216.841965,279.934601,1652.349609,-0.096114,-0.070531,3.588245,217.159515,280.055481,1652.239380
149,0,-0.902962,-2.972089,-0.083463,216.941589,280.795319,1651.804810,-0.096618,-0.071880,3.589873,217.206635,280.914520,1652.078979
150,0,-0.897368,-2.970456,-0.097857,216.692184,281.372650,1652.090698,-0.098090,-0.069833,3.591140,217.292877,281.670166,1651.840698
151,0,0.052067,0.009858,0.450292,216.967545,282.930328,1651.352905,-0.098937,-0.071045,3.592577,217.265503,282.555115,1651.685059
152,0,0.050041,0.007034,0.450545,216.753189,283.685211,1651.381592,-0.097806,-0.075264,3.594061,217.146820,283.537872,1651.587524
153,0,0.048051,0.014604,0.452619,216.587112,283.525391,1652.011963,-0.098038,-0.075961,3.595434,217.097443,284.470825,1651.390625
154,0,0.069062,0.011891,0.458873,216.633026,285.126465,1651.271606,-0.098893,-0.080841,3.597325,217.132980,285.281311,1651.034302
155,0,0.060550,0.009726,0.456918,216.498016,285.911987,1651.052734,-0.098031,-0.080817,3.597826,217.014313,286.264160,1650.928101
156,0,0.055690,0.008862,0.457608,216.310196,287.118713,1650.907959,-0.100583,-0.075144,3.598217,216.893539,287.189117,1650.801270
157,0,0.041748,-0.003035,0.455091,216.222412,288.117218,1650.732300,-0.099138,-0.079464,3.599848,216.692474,288.176208,1650.731079
158,0,0.049518,-0.019418,0.460640,216.035126,289.200134,1651.011963,-0.099626,-0.079358,3.601051,216.519867,289.088562,1650.569214
159,0,0.056260,-0.002530,0.464785,215.841217,289.686584,1651.327393,-0.100454,-0.079826,3.602063,216.368607,290.048157,1650.428955
160,0,0.054902,-0.004819,0.458295,215.710037,290.509583,1650.507446,-0.101232,-0.081208,3.602938,216.196945,290.996338,1650.271973
161,0,0.059217,0.006803,0.466199,215.516479,291.698181,1650.403564,-0.102218,-0.080987,3.604013,216.037399,291.957214,1650.119019
162,0,0.065985,0.011493,0.463141,215.502075,292.671082,1650.390625,-0.104082,-0.081271,3.605539,215.878723,293.069733,1649.978516
163,0,0.896155,3.043173,0.097631,215.368134,293.426117,1650.115112,-0.105386,-0.081714,3.606718,215.708557,294.018585,1649.791748
164,0,0.896382,3.045202,0.111785,215.065262,294.625488,1649.859009,-0.106819,-0.082443,3.607760,215.529434,294.968933,1649.637817
165,0,0.898751,3.046637,0.105011,214.938644,295.700165,1649.666504,-0.111518,-0.084801,3.609144,215.431351,295.969666,1649.410034
166,0,0.895545,3.047178,0.095855,214.758560,296.731201,1649.480957,-0.111860,-0.084138,3.609677,215.243134,296.947266,1649.330200
167,0,0.896451,3.029997,0.103946,214.548981,297.182068,1649.782104,-0.112983,-0.083584,3.610317,215.051331,297.915497,1649.237061
168,0,0.890793,3.042764,0.098313,214.574982,298.807007,1648.941040,-0.116858,-0.084611,3.611133,214.882706,298.873169,1649.121216
169,0,0.052297,-0.012652,0.472823,214.326477,299.990570,1648.750854,-0.121467,-0.086236,3.611971,214.736145,299.770966,1648.998169
170,0,0.072579,0.006877,0.492587,213.431747,298.037994,1649.468384,-0.123604,-0.082768,3.612182,214.567596,300.561798,1648.877319
171,0,0.053934,-0.007362,0.469604,213.789886,301.091827,1649.107300,-0.124142,-0.087541,3.613153,214.332977,301.522064,1648.876587
172,0,0.889540,3.029800,0.093004,213.755096,302.129242,1648.975098,-0.119983,-0.085802,3.611825,214.120972,302.592407,1648.994263
173,0,0.889143,3.037654,0.106120,213.541718,302.671661,1649.063599,-0.123956,-0.093408,3.613734,214.039062,303.148987,1648.692139
174,0,0.885040,3.040324,0.108736,213.286652,303.457428,1649.014404,-0.122030,-0.092696,3.612561,213.864563,304.094086,1648.734741
175,0,0.881332,3.037460,0.106840,213.166458,304.675110,1648.583374,-0.127412,-0.088542,3.612470,213.685318,304.740784,1648.630249
176,0,0.883454,3.030478,0.099811,213.064651,305.548645,1648.421875,-0.129011,-0.090785,3.612895,213.452637,305.256470,1648.571533
177,0,0.886287,3.031954,0.103114,212.836578,305.785522,1648.755005,-0.129524,-0.097233,3.613245,213.197525,305.980469,1648.626221
178,0,0.056982,-0.014845,0.469818,212.558426,306.632080,1648.406372,-0.128947,-0.098219,3.612324,212.961182,306.605530,1648.648804
179,0,0.062148,-0.020465,0.466954,212.402893,307.184021,1648.848145,-0.129487,-0.098446,3.611668,212.758011,307.162598,1648.673706
180,0,0.068908,-0.016910,0.471161,212.067596,307.720764,1649.065918,-0.124865,-0.096490,3.609517,212.519073,307.876404,1648.820679
181,0,0.883007,3.029256,0.108436,211.879089,307.966858,1648.790771,-0.132451,-0.101735,3.610305,212.363876,308.135864,1648.602051
182,0,0.885586,3.024972,0.110665,211.696396,308.334991,1648.770630,-0.133900,-0.099317,3.609409,212.203384,308.484772,1648.489624
183,0,0.889788,3.027561,0.101308,211.387390,308.459686,1648.869995,-0.130380,-0.101545,3.608437,211.885071,309.039551,1648.638916
184,0,0.892520,3.027440,0.113837,211.286942,309.266876,1648.852051,-0.132279,-0.102407,3.607979,211.659851,309.384705,1648.613037
185,0,0.891153,3.045064,0.117158,210.921524,309.454102,1648.812500,-0.130895,-0.101048,3.606684,211.430710,309.749817,1648.632324
186,0,0.892719,3.036888,0.108722,210.792099,310.059662,1648.622070,-0.130796,-0.101278,3.606137,211.177032,310.048065,1648.623535
187,0,0.897522,3.041284,0.100897,210.598099,310.306641,1648.597900,-0.130796,-0.100488,3.605349,210.921219,310.347321,1648.631348
188,0,0.897119,3.044859,0.115708,210.314835,310.628845,1648.469604,-0.131550,-0.099834,3.604578,210.660477,310.589081,1648.640991
189,0,0.900026,3.031041,0.107028,209.964462,310.578735,1648.798218,-0.131653,-0.104881,3.604794,210.496964,310.737183,1648.431396
190,0,0.898249,3.030797,0.110532,209.711578,310.919678,1648.854370,-0.133970,-0.100692,3.603981,210.172302,310.988403,1648.534546
191,0,0.897540,3.030638,0.110934,209.471436,311.134613,1648.783569,-0.132615,-0.098688,3.602892,209.885666,311.239563,1648.587158
192,0,0.904199,3.033466,0.116911,209.111206,310.839203,1649.061890,-0.135583,-0.094481,3.601934,209.700928,311.335632,1648.491333
193,0,0.906956,3.035370,0.111078,209.115356,311.776184,1648.637207,-0.132178,-0.095128,3.600094,209.395737,311.848358,1648.706543
194,0,0.907882,3.033379,0.110995,208.757675,311.750732,1648.684692,-0.137402,-0.097003,3.601114,209.136307,311.665955,1648.593506
195,0,0.908013,3.030899,0.111652,208.476379,311.852386,1648.710938,-0.138402,-0.096347,3.600514,208.885666,311.734375,1648.622803
196,0,0.902264,3.023159,0.104851,208.151337,312.075775,1648.567993,-0.138911,-0.095206,3.599511,208.614349,311.795807,1648.725342
