Objects
100
,,Global Angle LEDS:LEDS,,,,,,Global Angle Reflective Balls:Reflective Balls,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1028,0,-0.012972,0.077667,0.428073,-708.836060,422.154022,1632.543091,-0.140832,-0.048406,3.619288,-708.955139,424.865845,1637.391113
1029,0,,,,,,,-0.140183,-0.051384,3.618945,-713.520447,426.812897,1637.513916
1030,0,-2.956577,0.846520,-0.076324,-719.445312,427.505463,1638.017090,-0.143648,-0.051803,3.621536,-717.880127,428.692444,1637.638428
1031,0,-2.961136,0.842181,-0.072822,-723.318665,429.617798,1638.271973,-0.147483,-0.059308,3.622802,-722.145569,430.441040,1637.731567
1032,0,-2.961365,0.840136,-0.092037,-727.195740,431.508453,1638.550171,-0.145997,-0.062446,3.622130,-726.291565,432.325714,1638.129517
1033,0,-0.858025,-3.004598,-0.093211,-731.829102,432.754883,1638.931763,-0.150417,-0.061400,3.623412,-730.369080,433.957367,1638.474121
1034,0,-0.851733,-3.019025,-0.085763,-735.751892,434.384918,1639.372803,-0.150824,-0.065093,3.625137,-734.279724,435.333221,1638.633423
1035,0,-0.838718,-3.011517,-0.090844,-739.204956,436.381775,1639.589722,-0.152012,-0.061646,3.626518,-737.961243,437.075348,1638.991943
1036,0,-2.957413,0.840205,-0.076520,-743.463135,437.686340,1639.792725,-0.150472,-0.062208,3.627774,-741.796326,438.419952,1639.331909
1037,0,-2.963198,0.822491,-0.072811,-747.076721,439.578369,1640.198730,-0.143793,-0.063619,3.626550,-745.656006,440.362549,1639.835083
1038,0,-2.959654,0.820085,-0.057574,-750.858215,440.841064,1640.550171,-0.144883,-0.064977,3.629003,-749.013855,441.847107,1640.188110
1039,0,-2.953493,0.832239,-0.074011,-753.798706,442.377563,1640.988525,-0.145492,-0.066214,3.630959,-752.665405,443.057220,1640.298828
1040,0,-2.959333,0.827381,-0.055288,-757.100342,444.002960,1641.279907,-0.140114,-0.067956,3.630851,-755.827332,444.516907,1640.773682
1041,0,-2.947164,0.852651,-0.079615,-760.090942,445.219543,1641.748535,-0.135776,-0.066897,3.630704,-759.408325,445.884979,1641.081665
1042,0,-2.962983,0.825622,-0.062216,-763.958923,446.494934,1641.920898,-0.134167,-0.068669,3.630721,-762.547180,447.184937,1641.469360
1043,0,-2.954458,0.835410,-0.069508,-766.809387,447.371796,1642.500122,-0.135099,-0.073316,3.631946,-765.929321,448.095673,1641.468506
1044,0,-2.966308,0.820666,-0.054166,-770.176758,448.219543,1642.569458,-0.131656,-0.068748,3.630301,-768.983948,449.638550,1642.100586
1045,0,-2.952075,0.838927,-0.070718,-773.250916,449.722046,1642.988525,-0.138003,-0.067683,3.631090,-772.315369,450.483887,1642.112427
1046,0,-2.974824,0.807631,-0.055230,-776.191284,450.546417,1643.441528,-0.139823,-0.070513,3.632353,-775.243530,451.727570,1642.647705
1047,0,-2.951027,0.838870,-0.075905,-779.793579,451.560089,1643.712891,-0.140708,-0.067961,3.631200,-778.735107,452.893951,1642.929321
1048,0,0.105361,0.048892,-2.645076,-783.116089,452.872131,1644.061035,-0.148953,-0.065754,3.632924,-781.650330,453.921204,1643.351074
1049,0,0.113709,0.049749,-2.642166,-784.816711,454.131256,1644.148926,-0.153631,-0.062279,3.632813,-784.875610,455.075897,1643.618042
1050,0,0.110015,0.056685,-2.640527,-788.901917,455.483337,1644.606689,-0.157077,-0.068168,3.633802,-787.909363,456.249725,1644.034668
1051,0,0.119786,0.060110,-2.640746,-791.835327,456.172974,1644.899658,-0.164854,-0.060209,3.634489,-791.193237,457.449768,1644.379272
1052,0,0.100635,0.053596,-2.620584,-794.580933,457.173126,1645.449951,-0.166730,-0.064776,3.634429,-794.374084,458.419800,1644.540039
1053,0,0.099639,0.054623,-2.613260,-798.019836,458.278351,1645.623657,-0.172670,-0.056915,3.635968,-797.415894,459.584503,1644.937988
1054,0,0.111155,0.056841,-2.618463,-800.880249,459.769684,1645.841187,-0.177488,-0.059842,3.636962,-800.416199,460.792694,1645.152344
1055,0,0.161506,0.062243,-2.613324,-803.911621,461.500488,1645.667114,-0.309892,-0.149760,3.532989,-797.326294,477.486542,1642.603760
1056,0,0.112854,0.059466,-2.612310,-806.883423,462.049194,1646.299561,,,,,,
1057,0,0.134663,0.064676,-2.623933,-810.555359,463.275726,1646.736450,-0.176148,-0.060549,3.639024,-809.526978,464.039001,1646.040527
1058,0,0.114619,0.051550,-2.628250,-813.510010,464.502808,1646.792114,-0.173553,-0.062527,3.640962,-812.351990,465.266418,1646.248413
1059,0,0.124438,0.046674,-2.634599,-816.141846,465.713440,1646.847778,-0.170930,-0.059254,3.641427,-815.407471,466.268768,1646.264160
1060,0,0.108452,0.062338,-2.625448,-819.606079,466.402985,1647.007080,-0.167997,-0.064055,3.644296,-818.246277,467.403015,1646.494629
1061,0,0.120942,0.061874,-2.631820,-822.379639,467.414429,1647.119263,-0.160783,-0.062542,3.644109,-821.018494,468.259308,1646.422241
1062,0,0.090508,0.074312,-2.626026,-825.623779,468.603546,1646.850586,-0.153851,-0.075754,3.645643,-823.903625,469.308350,1646.345459
1063,0,0.110476,0.060062,-2.623694,-827.908020,469.498688,1647.174194,-0.150845,-0.073811,3.646387,-826.718201,470.213684,1646.346436
1064,0,0.087777,0.068393,-2.621218,-831.145569,470.597839,1646.939087,-0.140766,-0.081836,3.646237,-829.597595,471.286407,1646.359863
1065,0,0.103381,0.071574,-2.633326,-833.647095,471.752380,1647.192017,-0.140079,-0.084113,3.645991,-832.431091,472.061462,1646.355713
1066,0,-0.817008,-3.007357,-0.097487,-836.327087,472.516327,1647.124023,-0.137370,-0.079030,3.644675,-835.130127,472.967743,1646.532959
1067,0,-0.801190,-3.012358,-0.107464,-839.278564,472.710510,1647.318115,-0.138937,-0.088563,3.645004,-838.252258,473.811584,1646.402710
1068,0,-0.806697,-3.004318,-0.105941,-842.522583,473.917633,1646.933472,-0.137494,-0.085721,3.642947,-841.137329,474.548218,1646.540649
1069,0,-0.819413,-2.997935,-0.103958,-845.767334,474.610229,1647.000732,-0.140995,-0.089316,3.644339,-844.254089,475.354614,1646.488159
1070,0,-0.790706,-3.000968,-0.095679,-848.188110,475.020081,1647.370850,-0.144413,-0.081079,3.643767,-847.340027,476.174866,1646.671631
1071,0,-0.825919,-3.003285,-0.110392,-851.840332,476.025604,1647.234985,-0.150311,-0.084287,3.644392,-850.455261,476.806824,1646.689209
1072,0,-0.824466,-3.012816,-0.104941,-854.870117,476.673706,1647.397583,-0.153967,-0.081254,3.642575,-853.684570,477.612671,1646.668579
1073,0,-0.815900,-3.013847,-0.122456,-857.987000,477.453644,1647.298706,-0.153350,-0.078384,3.642869,-856.751282,478.468048,1646.563232
1074,0,-0.827569,-3.026906,-0.107516,-861.209595,478.479034,1647.206055,-0.161286,-0.086178,3.642236,-860.124329,478.937347,1646.649536
1075,0,-0.811868,-3.016700,-0.119223,-864.491882,478.769287,1647.430420,-0.164566,-0.080153,3.641162,-863.298645,479.624695,1646.740601
1076,0,-0.823809,-3.013451,-0.115277,-867.836487,479.521027,1647.407715,-0.168408,-0.085969,3.641690,-866.780029,480.122833,1646.826904
1077,0,-0.820662,-3.022351,-0.117579,-870.894470,480.184479,1647.450317,-0.171007,-0.078832,3.639866,-870.118164,480.719025,1646.839478
1078,0,0.129973,0.075992,-2.625805,-874.391479,480.386017,1647.690186,-0.172523,-0.083282,3.641006,-873.527466,481.476471,1646.904053
1079,0,0.137930,0.058008,-2.625782,-877.804810,482.312836,1647.321045,-0.175143,-0.077543,3.639601,-876.952209,482.009857,1646.935059
1080,0,0.127129,0.070236,-2.636701,-881.084290,482.148804,1647.453369,-0.174849,-0.081420,3.639575,-880.350891,482.794556,1646.971313
1081,0,0.130660,0.066795,-2.631449,-884.512207,482.504852,1647.462769,-0.176417,-0.081864,3.639801,-883.994019,483.160278,1646.974121
1082,0,0.119932,0.073250,-2.623682,-888.227051,483.831604,1647.287354,-0.173701,-0.081447,3.639619,-887.518677,483.577972,1646.869385
1083,0,0.134839,0.074636,-2.630843,-891.869873,483.057709,1647.490234,-0.175532,-0.085096,3.642130,-890.915161,484.190247,1646.802246
1084,0,0.123214,0.076227,-2.627701,-895.430359,483.524261,1647.385742,-0.172275,-0.079704,3.639673,-894.739502,484.530273,1646.864136
1085,0,0.129815,0.067471,-2.633399,-899.129700,484.114105,1647.229858,-0.172911,-0.087331,3.640617,-898.180054,485.002930,1646.751465
1086,0,0.125928,0.079042,-2.633531,-903.331482,484.956909,1647.446411,-0.171815,-0.082616,3.639831,-902.002869,485.459076,1646.589233
1087,0,0.122241,0.077645,-2.635343,-907.260559,484.639191,1646.898926,-0.167452,-0.081689,3.638993,-905.685547,485.939270,1646.458618
1088,0,0.056200,0.021462,-2.650504,-909.887878,485.643921,1644.808350,-0.170354,-0.082052,3.639970,-909.328186,486.178589,1646.057495
1089,0,0.118143,0.079279,-2.627957,-914.261475,486.165283,1646.318359,-0.168292,-0.081334,3.639145,-913.084106,486.681396,1645.819702
1090,0,0.116822,0.078713,-2.629256,-917.796387,486.382751,1645.939941,-0.167210,-0.085425,3.641724,-916.839294,486.918274,1645.324097
1091,0,0.111656,0.081443,-2.625368,-921.709534,487.606415,1645.591675,-0.167564,-0.083494,3.638266,-920.362732,487.328308,1645.063354
1092,0,0.123231,0.086694,-2.608935,-924.589355,486.692749,1645.039062,-0.168707,-0.087438,3.641306,-924.244263,487.758759,1644.591431
1093,0,-2.947678,0.803821,-0.066713,-929.210632,487.298767,1644.929810,-0.169352,-0.079076,3.639726,-928.080566,488.061005,1644.156250
1094,0,-2.943715,0.806694,-0.076362,-933.077820,487.517487,1644.383301,-0.172324,-0.083365,3.641101,-931.935181,488.558807,1643.771606
1095,0,-2.950897,0.801281,-0.075096,-937.119080,487.789246,1643.961670,-0.172481,-0.082277,3.640248,-935.887329,488.722534,1643.266235
1096,0,0.120501,0.073186,-2.635810,-941.441833,488.402435,1643.395874,-0.173670,-0.081109,3.639986,-939.944580,489.229431,1642.916138
1097,0,0.133121,0.077689,-2.632638,-945.043884,488.513336,1643.146118,-0.179279,-0.082000,3.641423,-943.988831,489.402283,1642.403198
1098,0,0.139662,0.067734,-2.627830,-949.355652,489.054535,1642.953369,-0.176580,-0.075005,3.639045,-948.187988,490.052887,1642.111450
1099,0,0.138729,0.071059,-2.631177,-953.521912,488.895111,1642.458984,-0.181930,-0.076382,3.638996,-952.499573,490.336426,1641.674805
1100,0,0.125074,0.080946,-2.625269,-958.203491,489.795441,1641.746582,-0.183790,-0.077133,3.639075,-956.899231,490.453033,1641.168335
1101,0,0.136512,0.070468,-2.632632,-962.656433,489.830780,1641.418701,-0.185273,-0.076747,3.637090,-961.239441,490.809357,1640.724854
1102,0,0.138437,0.067263,-2.635734,-967.609253,490.273773,1640.990967,-0.188405,-0.076515,3.639416,-965.979736,491.298859,1640.276611
1103,0,0.133293,0.073395,-2.628429,-971.618103,490.887177,1640.385986,-0.190093,-0.078832,3.640422,-970.542969,491.339752,1639.652222
1104,0,0.135552,0.070824,-2.630088,-976.421631,490.939606,1640.022827,-0.184690,-0.077644,3.638791,-975.349854,491.937988,1639.371094
1105,0,0.128723,0.073184,-2.622959,-981.104736,491.041809,1639.656616,-0.181929,-0.076958,3.640045,-980.159241,492.349091,1639.081665
1106,0,0.127643,0.074282,-2.625758,-985.981812,492.039001,1639.112061,-0.183392,-0.074460,3.641154,-985.236816,492.373779,1638.663330
1107,0,0.132535,0.075521,-2.631867,-991.406921,491.310425,1638.930054,-0.180511,-0.077830,3.640416,-990.278748,492.644073,1638.252197
1108,0,0.155018,0.073547,-2.640406,-996.106323,490.493347,1638.893311,-0.179081,-0.080775,3.641194,-995.407532,492.884094,1637.878418
1109,0,0.138566,0.078232,-2.637085,-1002.179260,492.478546,1638.440308,-0.180265,-0.080849,3.641819,-1000.601440,493.190094,1637.609131
1110,0,0.128900,0.083738,-2.632701,-1006.906372,492.452148,1638.183594,-0.181518,-0.087937,3.640427,-1005.801941,493.424805,1637.354370
1111,0,0.136531,0.080852,-2.628162,-1012.580872,492.830261,1638.142456,-0.177127,-0.080945,3.640794,-1011.295288,493.857666,1637.248535
1112,0,0.140643,0.079103,-2.640475,-1017.862427,492.927673,1637.778198,-0.180885,-0.082407,3.640787,-1016.531677,493.955200,1637.062988
1113,0,0.144498,0.074470,-2.644838,-1023.441650,493.442871,1637.287476,-0.179343,-0.087881,3.639755,-1022.072083,494.249451,1636.766602
1114,0,-0.826273,-3.021318,-0.129597,-1028.775024,492.935425,1637.283081,-0.177047,-0.085986,3.639762,-1027.442871,494.190796,1636.409546
1115,0,-0.826850,-3.023600,-0.137808,-1034.713257,493.418182,1636.991211,-0.172319,-0.082598,3.640178,-1033.225586,494.562744,1636.265137
1116,0,-0.847759,-3.025122,-0.139414,-1040.516724,493.759552,1636.675049,-0.173639,-0.085994,3.639473,-1038.622314,494.814240,1636.099976
1117,0,-2.949887,0.788961,-0.068782,-1045.114990,493.660095,1636.628540,-0.169255,-0.089433,3.639849,-1044.078125,494.955292,1635.832153
1118,0,-2.937494,0.824224,-0.086445,-1051.281982,493.993896,1636.231079,-0.162063,-0.093339,3.639063,-1049.616455,495.131744,1635.513306
1119,0,-2.964366,0.784491,-0.058940,-1056.164185,493.217712,1636.386230,-0.155496,-0.089599,3.639163,-1055.296387,495.487305,1635.158936
1120,0,-2.945952,0.758360,-0.059464,-1061.079468,494.600067,1635.426270,-0.154342,-0.086409,3.638246,-1060.632080,495.528351,1634.849487
1121,0,,,,,,,-0.153270,-0.091459,3.640680,-1066.349609,495.841827,1634.467773
1122,0,,,,,,,-0.143807,-0.095786,3.639737,-1071.886475,496.204742,1634.079712
1123,0,-0.826024,-2.998794,-0.124302,-1078.722900,494.838135,1634.237061,-0.141302,-0.094935,3.637726,-1077.046631,496.398102,1633.711548
1124,0,-0.810648,-3.005918,-0.114113,-1084.195923,495.907318,1633.646606,-0.136482,-0.093985,3.639423,-1082.685791,496.700317,1633.272583
1125,0,-0.810650,-3.004971,-0.111977,-1089.754517,496.418640,1633.249878,-0.134523,-0.095784,3.639873,-1088.009644,496.904785,1632.885742
1126,0,-0.825039,-2.992851,-0.108345,-1095.364990,496.495941,1633.120605,-0.126868,-0.100954,3.640288,-1093.750488,497.368500,1632.528931
1127,0,-0.824877,-2.994776,-0.116641,-1100.970459,496.552246,1632.793213,-0.122074,-0.098674,3.641958,-1099.294678,497.517303,1632.068848
1128,0,-0.808609,-2.996995,-0.107534,-1106.131104,497.291595,1632.428833,-0.124190,-0.094929,3.643003,-1104.820923,497.823090,1631.873169
1129,0,-0.817624,-3.000200,-0.114972,-1111.603271,497.416473,1632.475220,-0.129361,-0.096908,3.643189,-1110.337036,498.243530,1631.952881
1130,0,-0.808693,-2.998788,-0.106324,-1117.223755,498.001984,1632.790039,-0.132466,-0.097975,3.642859,-1115.952148,498.604156,1632.063965
1131,0,-0.817564,-3.005621,-0.117240,-1123.202637,498.224457,1632.815063,-0.138600,-0.093817,3.644067,-1121.634033,498.911560,1632.320435
1132,0,0.101050,0.076670,-2.622632,-1128.287842,498.276062,1633.238525,-0.148247,-0.081039,3.644576,-1127.365845,499.153046,1632.669922
1133,0,0.118549,0.072906,-2.628399,-1134.722900,498.767944,1633.706299,-0.154180,-0.077546,3.647608,-1133.072998,499.522400,1632.964478
1134,0,0.112788,0.069549,-2.620592,-1140.234497,499.004395,1634.167725,-0.162379,-0.068054,3.646751,-1138.604858,499.740753,1633.574829
1135,0,0.120864,0.065026,-2.629109,-1145.628052,499.596375,1634.713257,-0.165425,-0.071456,3.648251,-1144.316650,499.999939,1634.093262
1136,0,0.124604,0.056303,-2.627810,-1151.539307,498.549225,1635.268066,-0.164169,-0.059636,3.648064,-1149.813354,500.712738,1634.642456
1137,0,0.108380,0.052229,-2.614589,-1156.389771,498.279388,1635.884399,-0.160536,-0.058585,3.648053,-1155.300171,500.840851,1634.898193
1138,0,0.101583,0.061224,-2.602061,-1161.389771,499.096252,1635.919067,-0.154770,-0.066810,3.649085,-1160.746826,501.362793,1635.118530
1139,0,0.103863,0.066442,-2.605276,-1166.539673,498.954071,1636.091675,-0.142571,-0.072571,3.647882,-1165.944214,501.251709,1635.376099
1140,0,,,,,,,-0.136915,-0.070118,3.647568,-1171.098022,501.155487,1635.461060
1141,0,-0.824948,-2.992489,-0.102697,-1178.477295,500.002625,1636.059937,-0.128045,-0.076639,3.647738,-1176.294067,501.703033,1635.676147
1142,0,-0.797167,-2.998952,-0.102040,-1182.518311,499.518707,1636.496582,-0.115560,-0.081791,3.645383,-1181.182495,501.489227,1635.917603
1143,0,-0.782709,-2.990832,-0.084477,-1187.724121,499.679260,1636.673096,-0.109304,-0.084651,3.645415,-1186.286011,501.609039,1636.146606
1144,0,-0.749282,-2.984994,-0.088981,-1191.232422,498.398590,1637.450195,-0.106551,-0.091582,3.644359,-1191.145874,501.550507,1636.395630
1145,0,-0.778884,-2.997340,-0.087982,-1196.447388,498.707458,1637.599365,-0.105196,-0.085313,3.641802,-1195.976685,501.358856,1636.711182
1146,0,-0.762819,-2.990849,-0.070797,-1201.348022,499.414856,1637.810303,-0.110684,-0.084569,3.641741,-1200.765503,501.240265,1637.133911
1147,0,-0.740945,-2.994979,-0.101892,-1205.400635,498.397064,1638.399414,-0.113001,-0.083441,3.638532,-1205.354370,500.575317,1637.600464
1148,0,-0.803905,-3.002031,-0.083589,-1211.066284,498.152374,1639.178345,-0.124585,-0.077454,3.638613,-1210.181885,501.325562,1638.178345
1149,0,-0.777925,-3.045950,0.126391,-1214.962280,499.613708,1644.405884,-0.130876,-0.072395,3.636298,-1214.689209,500.487732,1638.682007
1150,0,-0.745371,-3.054875,0.083578,-1219.111572,498.997620,1644.787964,-0.143733,-0.063071,3.635933,-1219.331055,500.766449,1639.414917
1151,0,-0.738258,-3.058460,0.087282,-1223.003052,499.166595,1644.555054,-0.150761,-0.054267,3.634542,-1224.023315,501.110718,1640.046021
1152,0,-0.605856,-3.041766,-0.016990,-1224.865723,496.578552,1643.578247,-0.156754,-0.043951,3.633556,-1228.539185,500.775452,1640.574707
1153,0,-0.515708,-3.016081,-0.080984,-1227.295288,495.052490,1643.026123,-0.156381,-0.052650,3.633879,-1232.973022,499.990906,1641.410767
1154,0,-0.576546,-3.034063,-0.044993,-1232.569580,495.971039,1643.959106,-0.159293,-0.041427,3.630715,-1237.178467,499.751953,1641.759399
1155,0,-0.629484,-3.051489,-0.006728,-1238.233032,496.268463,1645.453125,-0.158201,-0.037259,3.630209,-1241.481812,500.333832,1642.224365
1156,0,3.070319,-0.856869,0.075124,-1246.567749,496.707520,1643.887085,-0.153381,-0.039990,3.628157,-1245.462524,500.279602,1642.680664
1157,0,3.068316,-0.844797,0.076821,-1250.670654,496.599457,1644.249146,-0.141898,-0.047406,3.625232,-1249.232788,499.677643,1643.029419
1158,0,3.067725,-0.853210,0.054248,-1254.844482,495.758331,1644.577271,-0.136834,-0.049418,3.625660,-1253.096436,499.805603,1643.376343
1159,0,3.081158,-0.839944,0.051957,-1257.724121,495.288330,1644.756104,-0.122920,-0.054665,3.624465,-1256.617554,499.356873,1643.531128
1160,0,3.091433,-0.818140,0.067694,-1260.906738,497.224396,1644.839722,-0.116867,-0.053203,3.621792,-1260.325562,499.033875,1643.973877
1161,0,3.097155,-0.828610,0.053395,-1264.569702,497.315491,1645.087891,-0.112227,-0.057077,3.620410,-1263.743530,498.783630,1644.308350
1162,0,3.067989,-0.890049,0.056768,-1268.827393,496.606750,1645.434204,-0.101760,-0.060675,3.618178,-1267.084595,498.637970,1644.579468
1163,0,3.068391,-0.905125,0.041473,-1272.425659,496.311401,1645.257690,-0.095013,-0.064772,3.616130,-1270.330322,498.202881,1644.754028
1164,0,3.059806,-0.887145,0.022369,-1275.189941,495.544922,1646.161377,-0.092894,-0.064327,3.614060,-1273.563599,497.811005,1645.116455
1165,0,3.064308,-0.886359,0.013023,-1278.372925,495.646301,1646.273071,-0.089480,-0.063702,3.612497,-1276.756470,497.450348,1645.471680
1166,0,3.059465,-0.860984,0.018342,-1280.882202,494.634369,1646.878784,-0.088118,-0.062173,3.611078,-1279.890503,497.322845,1645.876709
1167,0,3.053332,-0.927516,0.049857,-1284.692261,495.650085,1646.818970,-0.090383,-0.061224,3.609461,-1282.980957,497.123474,1646.333252
1168,0,3.185134,-0.850090,-0.029916,-1285.903320,493.225647,1643.577148,-2.970599,0.897646,-0.047243,-1285.899658,496.556671,1646.729126
1169,0,,,,,,,-2.971409,0.903620,-0.052852,-1289.110718,496.596649,1647.232422
1170,0,,,,,,,-2.973173,0.907887,-0.058449,-1292.181885,496.221558,1647.782471
1171,0,,,,,,,0.076257,0.034896,-2.677350,-1295.189819,495.899139,1648.256470
1172,0,,,,,,,0.081176,0.024348,-2.681270,-1298.538330,494.892181,1649.054688
1173,0,,,,,,,0.081286,0.025257,-2.681641,-1301.136353,495.488678,1649.302612
1174,0,0.892612,3.038580,0.036625,-1305.622803,491.488098,1651.017822,0.083697,0.023853,-2.681149,-1304.089478,494.797882,1649.677002
1175,0,0.885254,3.042509,0.027820,-1308.618042,491.414337,1651.416138,0.085811,0.017553,-2.683568,-1306.878052,494.718567,1650.049561
1176,0,0.917338,3.022330,0.059659,-1311.061646,488.792633,1652.938721,0.083331,0.019418,-2.683752,-1309.889404,494.643402,1650.746094
1177,0,0.902341,3.035552,0.034098,-1313.896606,490.761932,1652.314941,0.081417,0.016201,-2.685108,-1312.686890,494.202423,1651.049194
1178,0,0.908583,3.039151,0.028236,-1317.007812,490.545349,1652.884521,0.078114,0.020069,-2.685589,-1315.487915,494.182800,1651.417480
1179,0,0.913321,3.044684,0.019718,-1319.878296,490.484955,1653.227905,0.075035,0.017025,-2.687824,-1318.257324,494.044098,1651.754639
1180,0,0.914278,3.033068,0.053721,-1322.098145,489.137756,1653.398682,0.068056,0.019161,-2.688368,-1321.226929,493.045715,1652.134155
1181,0,0.926998,3.036357,0.035134,-1325.949341,491.437134,1653.494507,0.064616,0.023049,-2.689981,-1323.843994,493.825073,1652.486084
1182,0,0.918654,3.049724,0.043450,-1328.601929,490.514587,1653.820312,0.060218,0.020941,-2.690788,-1326.659668,493.883301,1652.891846
1183,0,0.923675,3.044041,0.037521,-1331.938721,490.916565,1654.058228,0.060379,0.022187,-2.689031,-1329.510376,493.413544,1653.000366
1184,0,0.886732,3.078060,0.006593,-1333.687378,489.000183,1655.093140,0.057586,0.024754,-2.689038,-1332.399292,493.137146,1653.185669
1185,0,0.936738,3.116099,-0.086755,-1336.480469,487.688751,1652.777710,0.054878,0.023121,-2.690227,-1335.346069,493.612396,1653.595215
1186,0,0.944677,3.049593,-0.106461,-1338.911499,485.807800,1652.859985,0.053746,0.024668,-2.688857,-1338.294312,493.201996,1653.716553
1187,0,0.933968,3.086577,-0.126917,-1342.246338,486.622406,1652.343628,0.057580,0.021316,-2.687366,-1341.321777,493.110718,1654.074097
1188,0,0.936570,3.077583,-0.103124,-1345.247192,486.247467,1653.239258,0.057530,0.019238,-2.686999,-1344.388550,493.122101,1654.333984
1189,0,1.014102,2.932756,-0.170171,-1338.196777,493.219238,1657.351196,0.058297,0.020464,-2.685766,-1347.571655,492.941650,1654.545044
1190,0,0.942397,3.015764,0.012308,-1353.733154,493.175476,1670.359863,0.059688,0.017425,-2.685061,-1351.105591,492.854401,1655.057861
1191,0,0.938955,3.014934,0.019007,-1345.138794,493.594116,1657.917603,0.062873,0.016100,-2.684435,-1354.067139,493.384857,1655.240234
1192,0,,,,,,,0.068945,0.014038,-2.683583,-1357.424316,493.185120,1655.525757
1193,0,,,,,,,0.070135,0.016546,-2.684783,-1360.733521,493.308319,1655.681274
1194,0,,,,,,,0.076517,0.014920,-2.683754,-1364.086060,493.185150,1655.986938
1195,0,-2.974999,0.899678,-0.054613,-1370.063965,492.277161,1657.171387,0.079744,0.013120,-2.684403,-1367.580566,493.687897,1656.363037
1196,0,-2.965389,0.896872,-0.080585,-1373.244873,490.427002,1657.542603,0.081800,0.011717,-2.683565,-1371.081055,493.490173,1656.632080
1197,0,-2.996833,0.875773,-0.044858,-1376.263916,490.306427,1657.734131,0.086366,0.011113,-2.682801,-1374.614746,493.592712,1656.936401
1198,0,-0.876972,-2.976015,-0.035365,-1380.257080,489.986664,1658.155029,0.085758,0.014717,-2.683649,-1378.113525,493.049408,1657.131836
1199,0,-0.810368,-3.153731,0.069901,-1384.762085,483.723358,1653.372803,0.088995,0.011617,-2.682292,-1382.053711,493.017761,1657.266602
1200,0,-0.813560,-3.154930,0.068119,-1388.419800,483.704102,1653.558472,0.092178,0.011069,-2.683592,-1385.506592,493.759766,1657.465942
1201,0,0.074738,0.030151,-2.674858,-1391.121216,491.404999,1657.919067,0.094348,0.010447,-2.682514,-1389.162354,493.409302,1657.540649
1202,0,0.073247,0.030846,-2.689206,-1394.948730,491.240540,1658.266357,0.092780,0.014359,-2.684574,-1392.874146,493.488922,1657.519653
1203,0,0.073949,0.021548,-2.689884,-1398.688965,489.906006,1658.345337,0.093792,0.015555,-2.683496,-1396.581299,493.373993,1657.566406
1204,0,0.088453,0.026581,-2.683537,-1401.656006,490.608215,1658.273438,0.094030,0.014048,-2.684068,-1400.283081,493.474854,1657.598389
1205,0,0.085716,0.016252,-2.685419,-1406.249268,491.465820,1658.479248,0.092385,0.013497,-2.684885,-1404.008057,493.245758,1657.489624
1206,0,0.193925,0.212734,-2.704084,-1408.377686,492.626556,1663.872925,0.093991,0.013792,-2.684798,-1407.753174,492.959869,1657.411865
1207,0,,,,,,,0.092393,0.014657,-2.686310,-1411.480835,493.183868,1657.328125
1208,0,,,,,,,0.092684,0.013238,-2.686825,-1415.224487,492.861511,1657.124878
1209,0,,,,,,,0.092013,0.014377,-2.687311,-1418.979980,492.927155,1656.927734
1210,0,,,,,,,0.089430,0.014583,-2.686622,-1422.751953,492.503479,1656.569214
1211,0,,,,,,,0.089951,0.012166,-2.686944,-1426.557373,492.513794,1656.335205
1212,0,,,,,,,0.086868,0.012135,-2.688580,-1430.626587,491.921692,1655.978638
1213,0,3.004079,-0.770335,0.096915,-1433.118286,489.855133,1659.240112,0.090390,0.011275,-2.686602,-1434.315430,492.374359,1655.555054
1214,0,3.038610,-0.944897,0.089488,-1440.114502,487.955078,1656.115112,0.087708,0.013210,-2.686817,-1438.205078,492.128296,1655.002075
1215,0,3.042135,-0.910334,0.066198,-1444.507812,490.786804,1655.449219,0.089595,0.011951,-2.685879,-1442.263306,491.846283,1654.516724
1216,0,3.042190,-0.917219,0.053407,-1448.231323,489.061279,1654.743408,0.088958,0.008929,-2.685897,-1446.274048,491.999786,1654.048218
1217,0,3.041096,-0.918604,0.056378,-1452.597656,489.884979,1654.128418,0.089648,0.011474,-2.686302,-1450.461182,492.051483,1653.515747
1218,0,3.040553,-0.908342,0.067658,-1455.942505,489.784485,1653.941772,0.090520,0.010506,-2.686013,-1454.672729,492.586731,1653.052979
1219,0,3.044295,-0.914546,0.057132,-1460.468628,490.074432,1653.296143,0.092759,0.008734,-2.685040,-1458.963745,492.480957,1652.485840
1220,0,3.048573,-0.918084,0.071132,-1465.304321,490.678314,1652.259644,0.092449,0.009587,-2.684644,-1463.293335,492.691132,1651.895752
1221,0,3.040569,-0.912754,0.081823,-1469.324951,489.704010,1652.101807,0.099791,0.003599,-2.685775,-1467.469604,492.680542,1651.061035
1222,0,0.092234,0.011581,-2.691779,-1474.375122,490.005371,1651.532959,0.100556,0.000553,-2.685975,-1471.906860,492.999115,1650.389282
1223,0,0.072408,0.021393,-2.694009,-1478.687256,490.436859,1650.943848,0.102207,0.000060,-2.684563,-1476.412231,493.131287,1649.642944
